Date,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2013-03-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,185000000.0,121000000.0,180000000.0,882000000.0,448000000.0,399000000.0,1428000000.0,1985000000.0,2421000000.0,0.0,0.0
Short-term investments,53030000000.0,35652000000.0,45146000000.0,3244000000.0,1843000000.0,4883000000.0,19745000000.0,28099000000.0,28933000000.0,0.0,0.0
Cash and short-term investments,53215000000.0,35773000000.0,45326000000.0,4126000000.0,2291000000.0,5282000000.0,21173000000.0,30084000000.0,31354000000.0,0.0,0.0
Receivables,4384000000.0,3995000000.0,3910000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,57599000000.0,39768000000.0,49236000000.0,4126000000.0,2291000000.0,5282000000.0,21173000000.0,30084000000.0,31354000000.0,0.0,0.0
Property Plant & Equipment Net,1181000000.0,1006000000.0,1034000000.0,991000000.0,974000000.0,831000000.0,877000000.0,921000000.0,977000000.0,0.0,0.0
Goodwill and Intangible Assets,2983000000.0,1947000000.0,1949000000.0,567000000.0,498000000.0,498000000.0,498000000.0,498000000.0,654000000.0,0.0,0.0
Long-term investments,159000000.0,0.0,-1000000.0,1000000.0,7000000.0,12000000.0,0.0,0.0,0.0,0.0,0.0
Tax assets,299000000.0,1248000000.0,1164000000.0,3281000000.0,3206000000.0,2897000000.0,3840000000.0,2667000000.0,1942000000.0,0.0,0.0
Total non-current assets,13218000000.0,22539000000.0,1.76024e+11,2.19306e+11,2.26057e+11,2.39731e+11,2.56711e+11,2.66937e+11,2.67159e+11,0.0,0.0
Total assets,70817000000.0,62307000000.0,2.2526e+11,2.23432e+11,2.28348e+11,2.45013e+11,2.77884e+11,2.97021e+11,2.98513e+11,0.0,0.0
Payables,0.0,0.0,0.0,650000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Short-term debt,500000000.0,413000000.0,320000000.0,416000000.0,275000000.0,456000000.0,438000000.0,0.0,320000000.0,0.0,0.0
Total current liabilities,7149000000.0,5709000000.0,5651000000.0,6577000000.0,5672000000.0,5759000000.0,5733000000.0,5355000000.0,5466000000.0,0.0,0.0
Long-term debt,4348000000.0,4265000000.0,4678000000.0,4636000000.0,5084000000.0,5653000000.0,6106000000.0,5807000000.0,6806000000.0,0.0,0.0
Total debt,4848000000.0,4678000000.0,4998000000.0,5052000000.0,5359000000.0,6109000000.0,6544000000.0,5807000000.0,7126000000.0,0.0,0.0
Deferred revenue,6635000000.0,5282000000.0,5322000000.0,5499000000.0,5385000000.0,5255000000.0,5225000000.0,5307000000.0,5145000000.0,0.0,0.0
Tax Liabilities,14000000.0,14000000.0,9000000.0,12000000.0,12000000.0,48000000.0,70000000.0,48000000.0,1000000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,5172000000.0,4514000000.0,5217000000.0,7917000000.0,8290000000.0,8550000000.0,9946000000.0,8474000000.0,8748000000.0,0.0,0.0
Total liabilities,54547000000.0,49206000000.0,2.11766e+11,2.06529e+11,2.10706e+11,2.26293e+11,2.58979e+11,2.76101e+11,2.76066e+11,0.0,0.0
Other comprehensive income,3529000000,3621000000,3185000000,4122000000,5416000000,6596000000,8296000000,8817000000,8854000000,0.0,0.0
Retained earnings (deficit),12685000000.0,11055000000.0,9642000000.0,13114000000.0,12550000000.0,11191000000.0,10683000000.0,10449000000.0,10745000000.0,0.0,0.0
Total shareholders equity,16270000000.0,13101000000.0,13494000000.0,16903000000.0,17642000000.0,18720000000.0,18905000000.0,20920000000.0,22447000000.0,0.0,0.0
Investments,53189000000.0,35652000000.0,45145000000.0,3245000000.0,1850000000.0,4895000000.0,19745000000.0,28099000000.0,28933000000.0,0.0,0.0
Net Debt,4663000000.0,4557000000.0,4818000000.0,4170000000.0,4911000000.0,5710000000.0,5116000000.0,3822000000.0,4705000000.0,0.0,0.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,42226000000.0,38983000000.0,2.00898e+11,1.92035e+11,1.96744e+11,2.11984e+11,2.433e+11,2.62272e+11,2.61852e+11,0.0,0.0
