Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,377565000.0,382929000.0,371246000.0
Short-term investments,0.0,9884000.0,0.0
Cash and short-term investments,377565000.0,392813000.0,371246000.0
Receivables,44051000.0,40171000.0,4398000.0
Inventories,9904000.0,10143000.0,9484000.0
Total current assets,459041000.0,460927000.0,397218000.0
Property Plant & Equipment Net,2175858000.0,2280116000.0,2419410000.0
Goodwill and Intangible Assets,121544000.0,125672000.0,128995000.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,2343297000.0,2466640000.0,2624781000.0
Total assets,2802338000.0,2927567000.0,3021999000.0
Payables,28374000.0,22230000.0,36944000.0
Short-term debt,347740000.0,0.0,0.0
Total current liabilities,438972000.0,178070000.0,193439000.0
Long-term debt,1261904000.0,1999354000.0,1992123000.0
Total debt,1609644000.0,1999354000.0,1992123000.0
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,1077000.0,588000.0,827000.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,1266965000.0,2009454000.0,2012080000.0
Total liabilities,1705937000.0,2187524000.0,2205519000.0
Other comprehensive income,-14063000.0,488000.0,488000.0
Retained earnings (deficit),-798098000.0,-773168000.0,-696731000.0
Total shareholders equity,843472000.0,740043000.0,816480000.0
Investments,0.0,9884000.0,0.0
Net Debt,,,
Other Assets,27480000.0,,
Other Liabilities,62858000.0,155840000.0,156495000.0
