Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,7118000.0,8822000.0,14849000.0,9321000.0,7918000.0
Short-term investments,2205000.0,2940000.0,3675000.0,4675000.0,
Cash and short-term investments,9323000.0,11762000.0,18524000.0,13996000.0,
Receivables,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0
Total current assets,9323000.0,11762000.0,18524000.0,14961000.0,
Property Plant & Equipment Net,6368000.0,8670000.0,6280000.0,2905000.0,4213000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0
Long-term investments,3667000.0,5260000.0,10479000.0,9470000.0,
Tax assets,3022000.0,2118000.0,3034000.0,0.0,0.0
Total non-current assets,605017000.0,520130000.0,462700000.0,,
Total assets,614340000.0,531892000.0,481224000.0,383163000.0,359440000.0
Payables,70000.0,0.0,0.0,0.0,0.0
Short-term debt,56000.0,0.0,0.0,23176000.0,
Total current liabilities,126000.0,0.0,0.0,332371000.0,
Long-term debt,89036000.0,75954000.0,38667000.0,34914000.0,
Total debt,89092000.0,75954000.0,38667000.0,34914000.0,24079000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,437130000.0,366836000.0,351179000.0,309195000.0,294462000.0
Total non-current liabilities,97591000.0,82034000.0,45319000.0,,
Total liabilities,536379000.0,450409000.0,397922000.0,350704000.0,325784000.0
Other comprehensive income,51476000,52174000,51866000,261000.0,704000.0
Retained earnings (deficit),28329000.0,30415000.0,32661000.0,32198000.0,32952000.0
Total shareholders equity,77961000.0,81483000.0,83302000.0,32459000.0,33656000.0
Investments,5872000.0,8200000.0,14154000.0,355583000.0,333472000.0
Net Debt,81974000.0,67132000.0,23818000.0,,
Other Assets,0.0,0.0,0.0,,
Other Liabilities,438662000.0,368375000.0,352603000.0,309195000.0,
