Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,19728200.0,5249511.0,3387288.0,2492611.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,19728200.0,5249511.0,3387288.0,2492611.0
Receivables,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,19860956.0,5286660.0,3389623.0,2805444.0
Property Plant & Equipment Net,36738.0,27960.0,43192.0,12875.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,154538.0,356660.0,43192.0,12875.0
Total assets,20015494.0,5643320.0,3432815.0,2818319.0
Payables,1509524.0,246384.0,302031.0,246522.0
Short-term debt,0.0,0.0,0.0,0.0
Total current liabilities,3098841.0,552647.0,423734.0,419823.0
Long-term debt,41584.0,0.0,0.0,0.0
Total debt,41584.0,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,83168.0,0.0,0.0,0.0
Total liabilities,3140425.0,552647.0,423734.0,419823.0
Other comprehensive income,53388216,24351602,0.0,0.0
Retained earnings (deficit),-36514294.0,-19261186.0,-14131199.0,-10597756.0
Total shareholders equity,16875069.0,5090673.0,3009081.0,2398496.0
Investments,0.0,0.0,0.0,0.0
Net Debt,-19686616.0,-5249511.0,-3387288.0,-2492611.0
Other Assets,0.0,0.0,2335.0,312833.0
Other Liabilities,0.0,0.0,121703.0,173301.0
