Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,4644784.0,6876519.0,4376847.0,2179511.0,1141656.0
Short-term investments,88981159.0,89605073.0,0.0,0.0,
Cash and short-term investments,93625943.0,96481592.0,4376847.0,2179511.0,
Receivables,648321.0,687453.0,17479487.0,15637909.0,40376922.0
Inventories,0.0,0.0,0.0,0.0,0.0
Total current assets,94274264.0,97169045.0,34915491.0,38763774.0,
Property Plant & Equipment Net,3332810.0,3503904.0,5926959.0,4241099.0,3605898.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0
Long-term investments,60766224.0,61945522.0,2798000.0,0.0,
Tax assets,1021398.0,349258.0,1037506.0,2173858.0,1558163.0
Total non-current assets,56008929.0,55166316.0,,,
Total assets,150283193.0,152335361.0,122159961.0,123373382.0,123428353.0
Payables,993004.0,327483.0,109790.0,0.0,0.0
Short-term debt,0.0,805013.0,183790.0,0.0,
Total current liabilities,30965627.0,27688078.0,82715588.0,89100292.0,
Long-term debt,3484606.0,3534195.0,3787000.0,3274000.0,
Total debt,3484606.0,4339208.0,3786950.0,3273560.0,2785710.0
Deferred revenue,29972623.0,26555582.0,24777712.0,23948476.0,22497605.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,5119714.0,5095513.0,,,
Total liabilities,91689894.0,88233816.0,88559751.0,93207647.0,94393499.0
Other comprehensive income,26458573,29052070,1154175.0,530097.0,1553944.0
Retained earnings (deficit),33680702.0,32787406.0,32446035.0,29635638.0,27480910.0
Total shareholders equity,58593299.0,64101545.0,33600210.0,30165735.0,29034854.0
Investments,149747383.0,151550595.0,73914983.0,74080259.0,71775746.0
Net Debt,-1160178.0,-2537311.0,,,
Other Assets,0.0,0.0,,,
Other Liabilities,55604553.0,55450225.0,82422008.0,89100292.0,
