Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,117840000.0,72803000.0,153643000.0,192339000.0,142387000.0,102825000.0,123299000.0,0.0,0.0,65413000.0
Short-term investments,0.0,0.0,0.0,165423000.0,220329000.0,143449000.0,138405000.0,0.0,0.0,99279000.0
Cash and short-term investments,117840000.0,72803000.0,153643000.0,357762000.0,362716000.0,246274000.0,261704000.0,0.0,0.0,164692000.0
Receivables,196487000.0,199040000.0,171595000.0,127595000.0,118959000.0,104774000.0,88958000.0,0.0,0.0,58462000.0
Inventories,273244000.0,247245000.0,208249000.0,168140000.0,154638000.0,136937000.0,126335000.0,0.0,0.0,90191000.0
Total current assets,618209000.0,558990000.0,575443000.0,702827000.0,705871000.0,536008000.0,513749000.0,0.0,0.0,317102000.0
Property Plant & Equipment Net,238841000.0,215326000.0,181524000.0,141441000.0,128565000.0,128064000.0,125123000.0,0.0,0.0,82602000.0
Goodwill and Intangible Assets,813414000.0,817700000.0,776828000.0,239357000.0,250998000.0,248930000.0,255468000.0,0.0,0.0,205276000.0
Long-term investments,0.0,0.0,0.0,112332000.0,43042000.0,79829000.0,84412000.0,0.0,0.0,39968000.0
Tax assets,5263000.0,6440000.0,5810000.0,67051000.0,65330000.0,42863000.0,40575000.0,0.0,0.0,612000.0
Total non-current assets,1089650000.0,1080077000.0,995361000.0,586822000.0,637588000.0,643560000.0,650036000.0,0.0,0.0,335718000.0
Total assets,1707859000.0,1639067000.0,1570804000.0,1289649000.0,1343459000.0,1179568000.0,1163785000.0,0.0,0.0,652820000.0
Payables,105877000.0,75076000.0,77585000.0,60986000.0,146867000.0,86057000.0,62048000.0,0.0,0.0,35636000.0
Short-term debt,7560000.0,18952000.0,61701000.0,521000.0,495000.0,0.0,74311000.0,0.0,0.0,0.0
Total current liabilities,179460000.0,160668000.0,242497000.0,99617000.0,214899000.0,117152000.0,164275000.0,0.0,0.0,54747000.0
Long-term debt,602526000.0,582920000.0,564412000.0,376542000.0,360746000.0,346060000.0,332404000.0,0.0,0.0,230000000.0
Total debt,610086000.0,601872000.0,626113000.0,377063000.0,361241000.0,346060000.0,406715000.0,0.0,0.0,230000000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,4648000.0,2908000.0,2469000.0,990000.0,12740000.0,3951000.0,3144000.0,0.0,0.0,16756000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,693874000.0,679245000.0,627783000.0,399569000.0,386502000.0,376721000.0,364072000.0,0.0,0.0,301851000.0
Total liabilities,873334000.0,843758000.0,875868000.0,594756000.0,703411000.0,583776000.0,626210000.0,0.0,0.0,356598000.0
Other comprehensive income,825851000,797682000,772371000,827599000,836608000,769203000,714865000,0.0,0.0,126000.0
Retained earnings (deficit),17241000.0,4500000.0,-66859000.0,-120647000.0,-186938000.0,-170218000.0,-178120000.0,0.0,0.0,-189700000.0
Total shareholders equity,834525000.0,795309000.0,694936000.0,694893000.0,640048000.0,595792000.0,537575000.0,0.0,0.0,282593000.0
Investments,0.0,0.0,0.0,277755000.0,263371000.0,223278000.0,222817000.0,0.0,0.0,139247000.0
Net Debt,492246000.0,529069000.0,472470000.0,184724000.0,218854000.0,243235000.0,283416000.0,0.0,0.0,65308000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3757000.0
Other Liabilities,0.0,3845000.0,5588000.0,95570000.0,102010000.0,89903000.0,97863000.0,0.0,0.0,19111000.0
