Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,14730000.0,2938000.0,2438021.0,2532522.0,2619342.0,16271282.0,873474.0,2003854.0
Short-term investments,0.0,0.0,0.0,0.0,100000.0,0.0,,
Cash and short-term investments,14730000.0,2938000.0,2438021.0,2532522.0,2719342.0,16271282.0,,
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,1528000.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,14730000.0,4466000.0,2438021.0,2532522.0,2719342.0,16271282.0,,
Property Plant & Equipment Net,0.0,0.0,0.0,0.0,0.0,0.0,37143884.0,30276898.0
Goodwill and Intangible Assets,5686000.0,5492000.0,1999773.0,1763541.0,1317575.0,311064.0,208060.0,49882.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,,
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,550389000.0,457812000.0,331546998.0,227205725.0,148983282.0,77402182.0,,
Total assets,565119000.0,462278000.0,333985019.0,229738247.0,151702624.0,93673464.0,40985848.0,32768277.0
Payables,9152000.0,7398000.0,2801194.0,3495339.0,1925251.0,1097270.0,1018431.0,463606.0
Short-term debt,100000.0,10000000.0,16550000.0,100000.0,4000000.0,100000.0,,
Total current liabilities,9252000.0,17398000.0,19351194.0,3595339.0,5925251.0,1197270.0,,
Long-term debt,335788000.0,291002000.0,190797012.0,142633157.0,82417361.0,43054165.0,,
Total debt,335888000.0,301002000.0,207347012.0,142733157.0,86417361.0,43154165.0,30817880.0,24133000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,335788000.0,291002000.0,190797012.0,142633157.0,82417361.0,45154165.0,,
Total liabilities,388873000.0,352361000.0,257294686.0,151731528.0,91733296.0,45161472.0,32849122.0,25231924.0
Other comprehensive income,0.0,0.0,0.0,86892095,65366309,51326262,0.0,0.0
Retained earnings (deficit),181053000.0,117951000.0,87777162.0,-8895369.0,-5404735.0,-2820800.0,8133976.0,7533603.0
Total shareholders equity,176246000.0,109917000.0,76690333.0,78006719.0,59969328.0,48511992.0,8136726.0,7536353.0
Investments,0.0,0.0,0.0,0.0,100000.0,0.0,679717.0,0.0
Net Debt,321158000.0,298064000.0,204908991.0,140200635.0,83798019.0,26882883.0,,
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,,
Other Liabilities,43833000.0,43961000.0,47146480.0,5503032.0,3390684.0,0.0,,
