Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2015-02-18,2014-12-31,2014-02-21,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,279459000.0,266592000.0,356647000.0,494192000.0,0.0,476492000.0,0.0,478200000.0,437100000.0,546465000.0,391085000.0,270673000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,279459000.0,266592000.0,356647000.0,494192000.0,0.0,476492000.0,0.0,478200000.0,437100000.0,546465000.0,391085000.0,270673000.0
Receivables,67932000.0,113336000.0,101825000.0,76287000.0,0.0,135300000.0,0.0,184165000.0,152233000.0,238781000.0,177293000.0,172678000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,450928000.0,451643000.0,522782000.0,684035000.0,0.0,694273000.0,0.0,743647000.0,804107000.0,944242000.0,740854000.0,565560000.0
Property Plant & Equipment Net,1826745000.0,1805989000.0,1651610000.0,1603009000.0,0.0,1735384000.0,0.0,1532217000.0,1485875000.0,2331327000.0,2527080000.0,2863706000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,45107000.0,0.0,62146000.0,0.0,63230000.0,62935000.0,62215000.0,62494000.0,78643000.0
Long-term investments,0.0,3758000.0,2827000.0,0.0,0.0,149623000.0,0.0,157919000.0,1762359000.0,1952392000.0,0.0,189411000.0
Tax assets,0.0,0.0,16594000.0,53573000.0,0.0,31180000.0,0.0,51573000.0,43942000.0,41449000.0,0.0,0.0
Total non-current assets,1896802000.0,1911194000.0,1724159000.0,1727917000.0,0.0,2006425000.0,0.0,1800633000.0,2582473000.0,2638105000.0,2851166000.0,3213973000.0
Total assets,2347730000.0,2362837000.0,2246941000.0,2411952000.0,0.0,2700698000.0,0.0,2544280000.0,3386580000.0,3582347000.0,3592020000.0,3779533000.0
Payables,54813000.0,81299000.0,60210000.0,65370000.0,0.0,83403000.0,0.0,72602000.0,92398000.0,147043000.0,159381000.0,155457000.0
Short-term debt,47252000.0,109861000.0,67571000.0,71640000.0,0.0,28144000.0,0.0,20376000.0,16607000.0,7877000.0,10179000.0,12424000.0
Total current liabilities,191488000.0,265639000.0,186395000.0,210912000.0,0.0,225613000.0,0.0,190220000.0,453046000.0,396176000.0,367797000.0,368488000.0
Long-term debt,393063000.0,385766000.0,558396000.0,689688000.0,0.0,523228000.0,0.0,545776000.0,1002621000.0,1147444000.0,1347753000.0,1348315000.0
Total debt,440315000.0,495627000.0,625967000.0,761328000.0,0.0,551372000.0,0.0,566152000.0,1019228000.0,1155321000.0,1357932000.0,1360739000.0
Deferred revenue,10103000.0,12609000.0,8911000.0,12841000.0,0.0,0.0,0.0,0.0,6137000.0,7654000.0,0.0,0.0
Tax Liabilities,3829000.0,2799000.0,0.0,2261000.0,0.0,269418000.0,0.0,266639000.0,26618000.0,1293000.0,0.0,442607000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000000.0,0.0,0.0,0.0
Total non-current liabilities,554230000.0,538549000.0,787330000.0,922077000.0,0.0,821611000.0,0.0,829950000.0,1366883000.0,1574422000.0,1767169000.0,1977583000.0
Total liabilities,729951000.0,795444000.0,965127000.0,1132989000.0,0.0,1047224000.0,0.0,1020170000.0,1993195000.0,2160944000.0,2331416000.0,2346071000.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,-62252000.0,0.0,-20688000.0,0.0,0.0,0.0,-22241000.0
Retained earnings (deficit),383034000.0,352906000.0,322854000.0,404299000.0,0.0,781279000.0,0.0,586232000.0,476310000.0,522644000.0,392705000.0,519807000.0
Total shareholders equity,1617779000.0,1567393000.0,1281814000.0,1278963000.0,0.0,1653474000.0,0.0,1499051000.0,1393385000.0,1421403000.0,1260604000.0,1405257000.0
Investments,0.0,3758000.0,2827000.0,0.0,0.0,149623000.0,0.0,157919000.0,1762359000.0,1952392000.0,0.0,189411000.0
Net Debt,160856000.0,229035000.0,269320000.0,267136000.0,0.0,74880000.0,0.0,87952000.0,582128000.0,608856000.0,966847000.0,1090066000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,82481000.0,0.0,81282000.0,0.0,0.0,0.0,122209000.0
Other Liabilities,0.0,0.0,0.0,0.0,0.0,114066000.0,0.0,97242000.0,173266000.0,190346000.0,196450000.0,200607000.0
