Date,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2012-02-22,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,185000000.0,3280000000.0,264000000.0,684000000.0,229000000.0,315000000.0,598000000.0,714000000.0,0.0,411000000.0,502400000.0,165600000.0
Short-term investments,925000000.0,260000000.0,114000000.0,198000000.0,507000000.0,535000000.0,567000000.0,5804000000.0,0.0,0.0,0.0,0.0
Cash and short-term investments,1110000000.0,3540000000.0,378000000.0,882000000.0,736000000.0,850000000.0,598000000.0,6518000000.0,0.0,411000000.0,502400000.0,165600000.0
Receivables,1370000000.0,1498000000.0,1448000000.0,1370000000.0,1315000000.0,1641000000.0,1721000000.0,1404000000.0,0.0,914000000.0,971400000.0,916300000.0
Inventories,371000000.0,385000000.0,424000000.0,357000000.0,407000000.0,459000000.0,430000000.0,374000000.0,0.0,172000000.0,94200000.0,115400000.0
Total current assets,3238000000.0,5722000000.0,2715000000.0,3229000000.0,2824000000.0,3752000000.0,3868000000.0,3674000000.0,0.0,1663000000.0,1786900000.0,1380300000.0
Property Plant & Equipment Net,36419000000.0,37897000000.0,40155000000.0,38705000000.0,40547000000.0,38564000000.0,35847000000.0,30996000000.0,0.0,17926000000.0,17070700000.0,16803500000.0
Goodwill and Intangible Assets,24127000000.0,24845000000.0,25261000000.0,25470000000.0,27341000000.0,26956000000.0,26942000000.0,24743000000.0,0.0,6259000000.0,5170100000.0,5004100000.0
Long-term investments,7759000000.0,0.0,7298000000.0,7027000000.0,6040000000.0,6036000000.0,0.0,5804000000.0,0.0,3909000000.0,4406100000.0,3886200000.0
Tax assets,857000000.0,23000000.0,165000000.0,180000000.0,0.0,56000000.0,567000000.0,-539000000.0,0.0,0.0,0.0,0.0
Total non-current assets,70919000000.0,73144000000.0,76340000000.0,77076000000.0,81280000000.0,79446000000.0,71317000000.0,64511000000.0,0.0,29054000000.0,27121200000.0,26200700000.0
Total assets,74157000000.0,78866000000.0,79055000000.0,80305000000.0,84104000000.0,83198000000.0,75185000000.0,68185000000.0,0.0,30717000000.0,28908100000.0,27581000000.0
Payables,914000000.0,1337000000.0,1340000000.0,1257000000.0,1324000000.0,1588000000.0,1676000000.0,1200000000.0,0.0,728000000.0,647500000.0,620800000.0
Short-term debt,2477000000.0,3388000000.0,2828000000.0,2696000000.0,821000000.0,2717000000.0,1581000000.0,2401000000.0,0.0,2922000000.0,2047600000.0,805300000.0
Total current liabilities,5100000000.0,7557000000.0,6181000000.0,5924000000.0,4065000000.0,6362000000.0,6075000000.0,5209000000.0,0.0,4529000000.0,3644100000.0,2319200000.0
Long-term debt,31915000000.0,33936000000.0,35015000000.0,37354000000.0,42406000000.0,40246000000.0,33887000000.0,32000000000.0,0.0,14356000000.0,13812900000.0,13240700000.0
Total debt,34392000000.0,37324000000.0,37843000000.0,40050000000.0,43227000000.0,42963000000.0,35468000000.0,34401000000.0,0.0,17278000000.0,15860500000.0,14046000000.0
Deferred revenue,232000000.0,80000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96700000.0,76100000.0
Tax Liabilities,364000000.0,483000000.0,97000000.0,122000000.0,148000000.0,189000000.0,209000000.0,269000000.0,0.0,2199000000.0,2137400000.0,2094200000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,34168000000.0,36112000000.0,37750000000.0,39579000000.0,44636000000.0,42410000000.0,40825000000.0,38744000000.0,0.0,17620000000.0,16725000000.0,16416700000.0
Total liabilities,40415000000.0,45188000000.0,45419000000.0,45874000000.0,48985000000.0,49122000000.0,62092000000.0,44086000000.0,0.0,22149000000.0,20369100000.0,18735900000.0
Other comprehensive income,41745000000,41701000000,41909000000,41739000000,41661000000,36178000000,14479000000,25151000000,0.0,-115000000.0,-136500000.0,-167900000.0
Retained earnings (deficit),-7693000000.0,-7716000000.0,-7754000000.0,-6669000000.0,-6103000000.0,-2106000000.0,-1372000000.0,-943000000.0,0.0,-3000000.0,0.0,
Total shareholders equity,33742000000.0,33678000000.0,33636000000.0,34431000000.0,35119000000.0,34076000000.0,13093000000.0,24099000000.0,0.0,3321000000.0,3439100000.0,4170500000.0
Investments,8684000000.0,260000000.0,7412000000.0,7225000000.0,6547000000.0,6571000000.0,567000000.0,11608000000.0,0.0,3909000000.0,4406100000.0,3886200000.0
Net Debt,34207000000.0,34044000000.0,37579000000.0,39366000000.0,42998000000.0,42648000000.0,34870000000.0,33687000000.0,0.0,16867000000.0,15358100000.0,13880400000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166000000.0,218900000.0,183000000.0
Other Liabilities,1147000000.0,1519000000.0,1488000000.0,371000000.0,284000000.0,350000000.0,15192000000.0,133000000.0,0.0,879000000.0,949000000.0,893100000.0
