Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,25615000.0,39000000.0,120382.0,881923.0,1273.0
Short-term investments,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,25615000.0,39000000.0,120382.0,881923.0,1273.0
Receivables,270812000.0,229704000.0,0.0,0.0,0.0
Inventories,16220000.0,11922000.0,0.0,0.0,0.0
Total current assets,355901000.0,347711000.0,120382.0,956638.0,28290.0
Property Plant & Equipment Net,132986000.0,132908000.0,0.0,5000001.0,5000001.0
Goodwill and Intangible Assets,1115279000.0,1212309000.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,351088398.0,0.0,0.0
Tax assets,16225000.0,9019000.0,0.0,0.0,0.0
Total non-current assets,1283881000.0,1367127000.0,351088398.0,350155268.0,184087.0
Total assets,1639782000.0,1714838000.0,351208780.0,351111906.0,212377.0
Payables,99853000.0,81263000.0,107331.0,67420.0,0.0
Short-term debt,29237000.0,20565000.0,1500000.0,0.0,240715.0
Total current liabilities,432722000.0,373760000.0,107331.0,67420.0,240715.0
Long-term debt,1306423000.0,1276094000.0,0.0,0.0,240715.0
Total debt,1335660000.0,1296659000.0,1500000.0,0.0,481430.0
Deferred revenue,16504000.0,12709000.0,0.0,0.0,0.0
Tax Liabilities,1996000.0,3612000.0,0.0,0.0,0.0
Deposit Liabilities,34235000.0,31656000.0,0.0,0.0,0.0
Total non-current liabilities,1333467000.0,1296584000.0,0.0,0.0,240715.0
Total liabilities,1820788000.0,1724844000.0,346208777.0,346111905.0,240715.0
Other comprehensive income,513408000,515855000,5367258,5424227,23994
Retained earnings (deficit),-678563000.0,-514628000.0,-368302.0,-425265.0,-53338.0
Total shareholders equity,-181006000.0,-10006000.0,5000003.0,5000001.0,-28338.0
Investments,0.0,0.0,351088398.0,0.0,0.0
Net Debt,1310045000.0,1257659000.0,1379618.0,-881923.0,480157.0
Other Assets,0.0,0.0,0.0,0.0,0.0
Other Liabilities,54599000.0,54500000.0,346101446.0,346044485.0,0.0
