Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,213300000.0,263700000.0,215100000.0,295900000.0,216600000.0,257800000.0
Short-term investments,16600000.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,229900000.0,263700000.0,215100000.0,295900000.0,216600000.0,257800000.0
Receivables,375700000.0,439100000.0,446900000.0,483900000.0,1315600000.0,1485600000.0
Inventories,304800000.0,293900000.0,272400000.0,305200000.0,330000000.0,342200000.0
Total current assets,1007400000.0,1046700000.0,1007200000.0,1157400000.0,1244100000.0,1428000000.0
Property Plant & Equipment Net,335500000.0,360900000.0,377300000.0,432400000.0,272400000.0,284700000.0
Goodwill and Intangible Assets,1056600000.0,1121600000.0,1066800000.0,1602800000.0,1740300000.0,1905700000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,342500000.0,408900000.0,251000000.0,0.0,52600000.0,46300000.0
Total non-current assets,1544400000.0,1642300000.0,1596000000.0,2152000000.0,2784000000.0,3062700000.0
Total assets,2551800000.0,2689000000.0,2603200000.0,3309400000.0,4028100000.0,4490700000.0
Payables,203700000.0,219400000.0,203800000.0,227100000.0,263900000.0,299000000.0
Short-term debt,21200000.0,20500000.0,20200000.0,10300000.0,44500000.0,41300000.0
Total current liabilities,649300000.0,675300000.0,592400000.0,764400000.0,769900000.0,892400000.0
Long-term debt,722100000.0,850900000.0,1060900000.0,999000000.0,976600000.0,965100000.0
Total debt,743300000.0,871400000.0,1081100000.0,1009300000.0,1021100000.0,1006400000.0
Deferred revenue,174900000.0,182300000.0,140600000.0,155800000.0,0.0,0.0
Tax Liabilities,28200000.0,21600000.0,10800000.0,31700000.0,269500000.0,299700000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,917900000.0,1039700000.0,1248600000.0,1274400000.0,1319400000.0,1347800000.0
Total liabilities,1599000000.0,1746900000.0,1862600000.0,2050300000.0,2089300000.0,2240200000.0
Other comprehensive income,1648700000,1642000000,1635500000,1620300000,-219200000.0,-18900000.0
Retained earnings (deficit),-265600000.0,-327500000.0,-373900000.0,21100000.0,0.0,
Total shareholders equity,952800000.0,942100000.0,740600000.0,1259100000.0,1925400000.0,2238900000.0
Investments,16600000.0,0.0,0.0,0.0,0.0,0.0
Net Debt,530000000.0,607700000.0,866000000.0,713400000.0,804500000.0,748600000.0
Other Assets,0.0,0.0,0.0,0.0,-618100000.0,-657600000.0
Other Liabilities,31800000.0,31900000.0,21600000.0,11500000.0,461500000.0,552100000.0
