Date,2017-10-01,2017-09,2016-10-02,2016-09,2015-09-27,2015-09,2014-09-28,2014-09,2013-09-29,2013-09,2012-09-30,2011-10-02,2010-10-03
Cash and cash equivalents,144900000.0,145000000.0,189500000.0,190000000.0,256400000.0,256000000.0,162182000.0,162000000.0,256433000.0,256000000.0,204335000.0,266631000.0,199950000.0
Short-term investments,1300000.0,,1300000.0,,1700000.0,,27303000.0,,15904000.0,,20361000.0,43424000.0,12620000.0
Cash and short-term investments,146200000.0,,190800000.0,,258100000.0,,162182000.0,,256433000.0,,204335000.0,266631000.0,199950000.0
Receivables,267900000.0,268000000.0,245200000.0,245000000.0,186900000.0,187000000.0,191168000.0,191000000.0,162103000.0,162000000.0,153190000.0,110908000.0,78722000.0
Inventories,239100000.0,239000000.0,213100000.0,213000000.0,227200000.0,227000000.0,205005000.0,205000000.0,161986000.0,162000000.0,159055000.0,140827000.0,126151000.0
Total current assets,726900000.0,3596000000.0,734900000.0,3688000000.0,736600000.0,1714000000.0,618582000.0,1443000000.0,622630000.0,1290000000.0,561341000.0,577890000.0,432169000.0
Property Plant & Equipment Net,197600000.0,198000000.0,174900000.0,175000000.0,152700000.0,153000000.0,148712000.0,149000000.0,125158000.0,125000000.0,116146000.0,89922000.0,75913000.0
Goodwill and Intangible Assets,3249600000.0,3249000000,3414000000.0,3414000000,1497100000.0,1497000000,1237503000.0,1238000000,1105411000.0,1105000000,1190227000.0,772768000.0,363175000.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Tax assets,67200000.0,67000000.0,37300000.0,37000000.0,26800000.0,27000000.0,23494000.0,23000000.0,30203000.0,30000000.0,33066000.0,43424000.0,12620000.0
Total non-current assets,3596200000.0,1949000000.0,3688100000.0,2374000000.0,1713500000.0,1041000000.0,1442514000.0,784000000.0,1290025000.0,747000000.0,1373289000.0,892583000.0,447717000.0
Total assets,4323100000.0,4323000000.0,4423000000.0,4423000000.0,2450100000.0,2450000000.0,2061096000.0,2061000000.0,1912655000.0,1913000000.0,1934630000.0,1470473000.0,879886000.0
Payables,164900000.0,165000000.0,112800000.0,113000000.0,82300000.0,82000000.0,75521000.0,76000000.0,69623000.0,70000000.0,75351000.0,48561000.0,33827000.0
Short-term debt,61100000.0,61000000.0,40700000.0,41000000.0,32500000.0,32000000.0,55000.0,000000.0,607000.0,1000000.0,903000.0,4050000.0,444000.0
Total current liabilities,379400000.0,379000000.0,319600000.0,320000000.0,201600000.0,202000000.0,161223000.0,161000000.0,133232000.0,133000000.0,156478000.0,153689000.0,71323000.0
Long-term debt,1735600000.0,1736000000.0,2138500000.0,2138000000.0,953900000.0,954000000.0,698026000.0,698000000.0,676000000.0,676000000.0,775975000.0,357384000.0,0.0
Total debt,1796700000.0,1736000000.0,2179200000.0,2138000000.0,986400000.0,954000000.0,698081000.0,698000000.0,676607000.0,676000000.0,776878000.0,361434000.0,444000.0
Deferred revenue,24000000.0,,15100000.0,,9700000.0,,11430000.0,,5077000.0,,0.0,0.0,0.0
Tax Liabilities,278500000.0,104000000.0,319000000.0,120000000.0,1400000.0,41000000.0,971000.0,39000000.0,2291000.0,27000000.0,58016000.0,32370000.0,0.0
Deposit Liabilities,1300000.0,,1100000.0,,2200000.0,,0.0,,0.0,,0.0,0.0,0.0
Total non-current liabilities,1949400000.0,1949000000.0,2374500000.0,2374000000.0,1041300000.0,1041000000.0,784243000.0,784000000.0,747365000.0,747000000.0,850166000.0,425960000.0,54740000.0
Total liabilities,2328800000.0,2329000000.0,2694100000.0,2694000000.0,1242900000.0,1243000000.0,945466000.0,945000000.0,880597000.0,881000000.0,1006644000.0,579649000.0,113443000.0
Other comprehensive income,1443700000,0000000.0,1357800000,-2000000.0,808100000,-3000000.0,799210000,-1000000.0,737896000,-0000000.0,678905000,612517000,543628000
Retained earnings (deficit),526900000.0,527000000.0,350600000.0,351000000.0,383200000.0,383000000.0,298565000.0,299000000.0,275442000.0,275000000.0,231768000.0,260160000.0,205713000.0
Total shareholders equity,1994300000.0,1994000000.0,1728900000.0,1729000000.0,1207200000.0,1207000000.0,1115630000.0,1116000000.0,1032058000.0,1032000000.0,927986000.0,890824000.0,766443000.0
Investments,1300000.0,,1300000.0,,1700000.0,,27303000.0,,15904000.0,,20361000.0,43424000.0,12620000.0
Net Debt,1651800000.0,1652000000,1989700000.0,1989000000,730000000.0,730000000,535899000.0,536000000,420174000.0,421000000,572543000.0,94803000.0,-199506000.0
Other Assets,0.0,157000000,0.0,149000000,0.0,77000000,0.0,66000000,0.0,55000000,0.0,0.0,0.0
Other Liabilities,0.0,96000000,0.0,102000000,0.0,37000000,0.0,38000000,0.0,44000000,0.0,0.0,-12620000.0
