Date,2019-03-31,2018-03-31,2017-03-31,2016-03-31,2015-03-31,2014-04-27,2013-04-30,2012-04-30
Cash and cash equivalents,13704000.0,10285000.0,1477229.0,36898.0,866951.0,85608.0,1956.0,49689.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,13704000.0,10285000.0,1477229.0,36898.0,866951.0,85608.0,1956.0,49689.0
Receivables,4314000.0,2990000.0,0.0,67876.0,67876.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,161977.0,0.0,0.0,0.0
Total current assets,19564000.0,18719000.0,1498798.0,52893.0,1593375.0,341110.0,65895.0,109689.0
Property Plant & Equipment Net,2720000.0,393000.0,57407.0,62569.0,950208.0,8081.0,4486.0,5662.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,9551.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,4889515.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,36345.0,36345.0,0.0,0.0,0.0
Total non-current assets,39335000.0,49308000.0,57407.0,5165415.0,959759.0,8081.0,4486.0,5662.0
Total assets,58899000.0,68027000.0,1556205.0,5218308.0,2553134.0,349191.0,70381.0,115351.0
Payables,20906000.0,12207000.0,542035.0,481412.0,843667.0,684438.0,72040.0,11242.0
Short-term debt,312000.0,294000.0,277270.0,2784000.0,1701124.0,500000.0,300000.0,150000.0
Total current liabilities,34200000.0,25682000.0,4729689.0,4877311.0,4798119.0,1230428.0,424607.0,220882.0
Long-term debt,10284000.0,3948000.0,11668.0,110273.0,242498.0,861118.0,527782.0,194446.0
Total debt,10596000.0,4242000.0,288938.0,2894273.0,1943622.0,1361118.0,827782.0,344446.0
Deferred revenue,0.0,1046000.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,241813.0,241813.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,10073000.0,3948000.0,11668.0,1361411.0,1291612.0,861118.0,527782.0,194446.0
Total liabilities,49436000.0,29630000.0,4961897.0,4987584.0,5367743.0,2091546.0,952389.0,415328.0
Other comprehensive income,98605000,89778000,24586201,14030897,2440947,0.0,0.0,0.0
Retained earnings (deficit),-89194000.0,-51432000.0,-28095890.0,-13846171.0,-5272900.0,0.0,0.0,0.0
Total shareholders equity,9463000.0,38397000.0,-3405692.0,230724.0,-2814609.0,-1742355.0,-882008.0,-299977.0
Investments,0.0,0.0,0.0,4889515.0,0.0,0.0,0.0,0.0
Net Debt,-3108000.0,-6043000.0,-1188291.0,2857375.0,1076671.0,1275510.0,825826.0,294757.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,5163000.0,0.0,220540.0,0.0,-721988.0,0.0,0.0,0.0
