Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,6362000.0,5547000.0,4726895.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,6362000.0,5547000.0,4726895.0
Receivables,63601000.0,45284000.0,27904470.0
Inventories,108270000.0,87629000.0,31653513.0
Total current assets,185305000.0,142605000.0,65132671.0
Property Plant & Equipment Net,19798000.0,13226000.0,8896557.0
Goodwill and Intangible Assets,195308000.0,148589000.0,61608668.0
Long-term investments,0.0,0.0,0.0
Tax assets,9355000.0,13089000.0,0.0
Total non-current assets,230709000.0,177641000.0,71374544.0
Total assets,416014000.0,320246000.0,136507215.0
Payables,37265000.0,38491000.0,20988281.0
Short-term debt,1368000.0,1678000.0,5340167.0
Total current liabilities,77645000.0,65329000.0,36746176.0
Long-term debt,142442000.0,106830000.0,54599886.0
Total debt,143810000.0,108508000.0,59940053.0
Deferred revenue,511000.0,0.0,0.0
Tax Liabilities,984000.0,0.0,6306236.0
Deposit Liabilities,0.0,5320000.0,3114731.0
Total non-current liabilities,152969000.0,106830000.0,60020047.0
Total liabilities,267320000.0,172159000.0,96766223.0
Other comprehensive income,156601000,0.0,0.0
Retained earnings (deficit),-8164000.0,-5689000.0,0.0
Total shareholders equity,148694000.0,148087000.0,39740992.0
Investments,0.0,0.0,0.0
Net Debt,137448000.0,102961000.0,55213158.0
Other Assets,0.0,4145000.0,847793.0
Other Liabilities,36706000.0,25160000.0,10417728.0
