Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,91697000.0,75578000.0,59208000.0,65562000.0
Short-term investments,619966000.0,0.0,0.0,0.0
Cash and short-term investments,711663000.0,75578000.0,59208000.0,65562000.0
Receivables,20220000.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,731883000.0,104262000.0,113423000.0,100884000.0
Property Plant & Equipment Net,20981000.0,22452000.0,24356000.0,24217000.0
Goodwill and Intangible Assets,3297000.0,3297000.0,3297000.0,3297000.0
Long-term investments,249000.0,0.0,35000000.0,18000000.0
Tax assets,9259000.0,0.0,0.0,0.0
Total non-current assets,6205329000.0,,,
Total assets,6937212000.0,5704380000.0,5063585000.0,4362885000.0
Payables,0.0,0.0,0.0,0.0
Short-term debt,61857000.0,0.0,0.0,0.0
Total current liabilities,61857000.0,4364619000.0,3969471000.0,3412544000.0
Long-term debt,1143132000.0,734000000.0,634000000.0,535000000.0
Total debt,1204989000.0,1145278000.0,1267771000.0,825168000.0
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0
Deposit Liabilities,5001040000.0,3951238000.0,3333969000.0,3121247000.0
Total non-current liabilities,1157719000.0,,,
Total liabilities,6356067000.0,5154635000.0,4659210000.0,3991586000.0
Other comprehensive income,0.0,-7001000.0,-5535000.0,-3290000.0
Retained earnings (deficit),129806000.0,102459000.0,407648000.0,372327000.0
Total shareholders equity,581145000.0,549745000.0,404375000.0,371299000.0
Investments,620215000.0,5549177000.0,4938575000.0,4233959000.0
Net Debt,1113292000.0,,,
Other Assets,0.0,,,
Other Liabilities,5136491000.0,4364619000.0,3969471000.0,3412544000.0
