Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,61390000.0,65295000.0,51540000.0,33298000.0,24462000.0,45647000.0,22305000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,61390000.0,65295000.0,51540000.0,33298000.0,24462000.0,45647000.0,22305000.0
Receivables,62464000.0,61659000.0,59642000.0,60143000.0,61151000.0,56994000.0,40431000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,133169000.0,138404000.0,122627000.0,103207000.0,93166000.0,110939000.0,65067000.0
Property Plant & Equipment Net,114251000.0,146992000.0,139607000.0,133943000.0,96247000.0,96294000.0,77876000.0
Goodwill and Intangible Assets,723364000.0,751441000.0,806868000.0,810932000.0,748139000.0,719049000.0,454568000.0
Long-term investments,0.0,3800000.0,3500000.0,0.0,0.0,234000.0,234000.0
Tax assets,58753000.0,41694000.0,52239000.0,44931000.0,31225000.0,0.0,0.0
Total non-current assets,854029000.0,917954000.0,958078000.0,957504000.0,854919000.0,828264000.0,545054000.0
Total assets,987198000.0,1056358000.0,1080705000.0,1060711000.0,948085000.0,939203000.0,610121000.0
Payables,13481000.0,14559000.0,10602000.0,9549000.0,6747000.0,8640000.0,5142000.0
Short-term debt,5000.0,9524000.0,6901000.0,171000.0,1293000.0,2186000.0,1164000.0
Total current liabilities,65701000.0,73305000.0,65151000.0,62084000.0,52923000.0,52453000.0,33627000.0
Long-term debt,555330000.0,555618000.0,564315000.0,588657000.0,538383000.0,651286000.0,366283000.0
Total debt,555335000.0,565142000.0,571216000.0,588828000.0,539676000.0,653472000.0,367447000.0
Deferred revenue,14611000.0,17683000.0,17213000.0,17496000.0,14299000.0,9396000.0,3281000.0
Tax Liabilities,2696000.0,2017000.0,2286000.0,2786000.0,862000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,571361000.0,592583000.0,615282000.0,623890000.0,550027000.0,652219000.0,368156000.0
Total liabilities,645621000.0,675278000.0,690654000.0,697271000.0,603923000.0,704672000.0,401783000.0
Other comprehensive income,367122000,368162000,366139000,361826000,352427000,0.0,0.0
Retained earnings (deficit),-25735000.0,13265000.0,24450000.0,1391000.0,-8439000.0,0.0,
Total shareholders equity,341577000.0,381080000.0,390051000.0,363440000.0,344162000.0,234039000.0,207896000.0
Investments,0.0,3800000.0,3500000.0,0.0,0.0,234000.0,234000.0
Net Debt,493945000.0,499847000.0,519676000.0,555530000.0,515214000.0,607825000.0,345142000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,8298000.0,2331000.0
Other Liabilities,8559000.0,9390000.0,10221000.0,11297000.0,973000.0,41627000.0,27321000.0
