Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,224543000.0,225000000.0,134246000.0,134000000.0,305216000.0,305000000.0,126564000.0,127000000.0,126003000.0,126000000.0,181231000.0,145002000.0
Short-term investments,0.0,,0.0,,39936000.0,,179885000.0,,120027000.0,,0.0,0.0
Cash and short-term investments,224543000.0,,134246000.0,,345152000.0,,306449000.0,,246030000.0,,181231000.0,145002000.0
Receivables,116116000.0,116000000.0,103256000.0,103000000.0,71287000.0,71000000.0,66001000.0,66000000.0,63805000.0,64000000.0,44627000.0,30495000.0
Inventories,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total current assets,354319000.0,,248340000.0,,423986000.0,,389590000.0,,333795000.0,,247891000.0,195158000.0
Property Plant & Equipment Net,25880000.0,,24532000.0,,20385000.0,,20723000.0,,15273000.0,,13366000.0,3926000.0
Goodwill and Intangible Assets,510065000.0,312000000,517771000.0,312000000,0.0,0,0.0,0,0.0,0,0.0,0.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax assets,28801000.0,000000.0,40504000.0,000000.0,21780000.0,000000.0,6844000.0,8000000.0,4989000.0,17000000.0,20639000.0,31424000.0
Total non-current assets,571583000.0,,591796000.0,,58594000.0,,45455000.0,,41886000.0,,58942000.0,59285000.0
Total assets,925902000.0,926000000.0,840136000.0,840000000.0,482580000.0,483000000.0,435045000.0,435000000.0,375681000.0,376000000.0,306833000.0,254443000.0
Payables,29993000.0,,36780000.0,,26933000.0,,21678000.0,,20801000.0,,15008000.0,9740000.0
Short-term debt,2457000.0,,4343000.0,,1169000.0,,1161000.0,,959000.0,,260000.0,124000.0
Total current liabilities,69584000.0,,77841000.0,,55218000.0,,41895000.0,,46306000.0,,35378000.0,32817000.0
Long-term debt,10720000.0,,12269000.0,,9485000.0,,8689000.0,,6644000.0,,6653000.0,0.0
Total debt,13177000.0,,16612000.0,,10654000.0,,9850000.0,,7603000.0,,6913000.0,124000.0
Deferred revenue,4204000.0,,4701000.0,,6400000.0,,5840000.0,,7868000.0,,7831000.0,9691000.0
Tax Liabilities,6953000.0,,6672000.0,,6657000.0,,8319000.0,,6642000.0,,6742000.0,6600000.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,36853000.0,,27233000.0,,12215000.0,,20871000.0,,24852000.0,,23362000.0,15221000.0
Total liabilities,80763000.0,81000000.0,92805000.0,93000000.0,67433000.0,67000000.0,54834000.0,55000000.0,53795000.0,54000000.0,43447000.0,34883000.0
Other comprehensive income,780024000,,734442000,,413502000,,395726000,,361955000,,323448000,298196000
Retained earnings (deficit),65109000.0,65000000.0,12883000.0,13000000.0,1640000.0,2000000.0,-15520000.0,-16000000.0,-40074000.0,-40000000.0,-60067000.0,-78641000.0
Total shareholders equity,845139000.0,845000000.0,747331000.0,747000000.0,415147000.0,415000000.0,380211000.0,380000000.0,321886000.0,322000000.0,263386000.0,219560000.0
Investments,0.0,,0.0,,39936000.0,,179885000.0,,120027000.0,,0.0,0.0
Net Debt,-211366000.0,-225000000,-117634000.0,-134000000,-294562000.0,-305000000,-116714000.0,-127000000,-118400000.0,-126000000,-174318000.0,-144878000.0
Other Assets,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Other Liabilities,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
