Date,2019-03-31,2018-03-31,2017-12-31,2017-03-31,2016-12-31,2016-10-31,2015-12-31,2015-10-31
Cash and cash equivalents,88000000.0,0.0,95212000.0,0.0,66050000.0,0.0,76376000.0,0.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,88000000.0,0.0,95212000.0,0.0,66050000.0,0.0,76376000.0,0.0
Receivables,35000000.0,354000000.0,180337000.0,391000000.0,166537000.0,423000000.0,171564000.0,602000000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,878000000.0,449000000.0,312799000.0,511000000.0,273386000.0,572000000.0,284842000.0,848000000.0
Property Plant & Equipment Net,368000000.0,290000000.0,35851000.0,469000000.0,35166000.0,523000000.0,33675000.0,508000000.0
Goodwill and Intangible Assets,4645000000.0,2919000000.0,637458000.0,0.0,656637000.0,5000000.0,680693000.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,185000000.0,0.0,0.0,0.0,0.0,,,
Total non-current assets,5205000000.0,3230000000.0,717944000.0,749693000.0,784057000.0,,,
Total assets,6083000000.0,3679000000.0,1030743000.0,1073000000.0,1023079000.0,1156000000.0,1068899000.0,1512000000.0
Payables,246000000.0,195000000.0,80333000.0,107000000.0,63552000.0,151000000.0,54684000.0,144000000.0
Short-term debt,80000000.0,160000000.0,23338000.0,0.0,18244000.0,0.0,27264000.0,0.0
Total current liabilities,1014000000.0,605000000.0,223468000.0,466000000.0,193895000.0,649000000.0,182825000.0,693000000.0
Long-term debt,2297000000.0,144000000.0,947678000.0,0.0,859980000.0,215000000.0,744611000.0,0.0
Total debt,2377000000.0,304000000.0,971016000.0,878224000.0,771875000.0,,,
Deferred revenue,33000000.0,53000000.0,0.0,0.0,0.0,,,
Tax Liabilities,52000000.0,176000000.0,0.0,0.0,0.0,,,
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,,,
Total non-current liabilities,2751000000.0,345000000.0,1104839000.0,1026204000.0,916930000.0,,,
Total liabilities,3921000000.0,950000000.0,1328307000.0,657000000.0,1220099000.0,818000000.0,1099755000.0,957000000.0
Other comprehensive income,2181000000,0.0,-83083000.0,-58745000.0,-55866000.0,,,
Retained earnings (deficit),2000000.0,0.0,-403426000.0,0.0,-327220000.0,338000000.0,-346935000.0,0.0
Total shareholders equity,2162000000.0,2729000000.0,-297564000.0,416000000.0,-197020000.0,338000000.0,-30856000.0,555000000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,2289000000.0,304000000.0,875804000.0,812174000.0,695499000.0,,,
Other Assets,0.0,95000000.0,37250000.0,40799000.0,36902000.0,,,
Other Liabilities,156000000.0,250000000.0,119797000.0,359000000.0,112099000.0,498000000.0,100877000.0,549000000.0
