Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,2973350.2538,17843243.2432,21738271.6049,23856932.1534,47235202.4922,3951986.755
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,2973350.2538,17843243.2432,21738271.6049,23856932.1534,47235202.4922,3951986.755
Receivables,2274111.6751,5009459.4595,3564197.5309,4252212.3894,1381619.9377,2132450.3311
Inventories,0.0,1271621.6216,1008641.9753,676991.1504,0.0,0.0
Total current assets,7129441.6244,25112162.1622,27534567.9012,29986725.6637,49264797.5078,6779801.3245
Property Plant & Equipment Net,2516497.4619,3417567.5676,3414814.8148,2926253.6873,2361370.7165,1132450.3311
Goodwill and Intangible Assets,15703045.6853,37360810.8108,38483950.6173,60971976.4012,20395638.6293,6622.5166
Long-term investments,0.0,0.0,0.0,0.0,0.0,19867.5497
Tax assets,2477157.3604,1616216.2162,1776543.2099,1771386.4307,1309968.8474,1322847.6821
Total non-current assets,18814720.8122,41406756.7568,42451851.8519,64469026.5487,23419003.1153,1786423.8411
Total assets,25944162.4365,66518918.9189,69986419.7531,94455752.2124,72683800.6231,8566225.1656
Payables,2668781.7259,10813513.5135,10379012.3457,10448377.5811,3646417.4455,1733443.7086
Short-term debt,467005.0761,487837.8378,664197.5309,651917.4041,764797.5078,2066225.1656
Total current liabilities,3135786.802,11301351.3514,11537037.037,13420353.9823,4411214.9533,3799668.8742
Long-term debt,1121827.4112,8358108.1081,2000000.0,2224188.7906,2317757.0093,3508278.1457
Total debt,1588832.4873,8845945.9459,2664197.5309,2876106.1947,3082554.5171,5574503.3113
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,1331218.2741,8358108.1081,2000000.0,11880530.9735,2869158.8785,3508278.1457
Total liabilities,4467005.0761,19659459.4595,13537037.037,25300884.9558,7280373.8318,7307947.0199
Other comprehensive income,-381979.6954,3222972.973,4466666.6667,575221.2389,-14018.6916,235099.3377
Retained earnings (deficit),-113857868.0203,-100883783.7838,-72975308.642,-57744837.7581,-45517133.9564,-33774834.4371
Total shareholders equity,21477157.3604,46859459.4595,56449382.716,69154867.2566,65403426.7913,1258278.1457
Investments,0.0,0.0,0.0,0.0,0.0,19867.5497
Net Debt,-1384517.7665,,,,,
Other Assets,1944038.3271,,,,,
Other Liabilities,0.0,0.0001,493827.1604,2320058.9971,0.0,0.0
