Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,8124000.0,8000000.0,33087000.0,33000000.0,20764000.0,21000000.0,31242000.0,31000000.0,25482000.0,25000000.0,33182000.0,47770000.0
Short-term investments,3421000.0,,4161000.0,,25417000.0,,6546000.0,,4236000.0,,17198000.0,18354000.0
Cash and short-term investments,8124000.0,,33087000.0,,20764000.0,,31242000.0,,25482000.0,,33182000.0,47770000.0
Receivables,32820000.0,33000000.0,38378000.0,38000000.0,60942000.0,61000000.0,43845000.0,44000000.0,41359000.0,41000000.0,51289000.0,49212000.0
Inventories,4265000.0,4000000.0,20021000.0,20000000.0,16812000.0,17000000.0,18475000.0,18000000.0,24928000.0,25000000.0,20071000.0,27011000.0
Total current assets,51816000.0,14000000.0,98637000.0,30000000.0,126729000.0,40000000.0,103384000.0,57000000.0,100693000.0,75000000.0,125988000.0,147427000.0
Property Plant & Equipment Net,4728000.0,5000000.0,6713000.0,7000000.0,6134000.0,6000000.0,9786000.0,10000000.0,14854000.0,15000000.0,17713000.0,15366000.0
Goodwill and Intangible Assets,6862000.0,7000000,17575000.0,18000000,30322000.0,30000000,43224000.0,43000000,56510000.0,57000000,70284000.0,111642000.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax assets,787000.0,1000000.0,1117000.0,1000000.0,1173000.0,1000000.0,858000.0,1000000.0,2686000.0,3000000.0,11161000.0,12266000.0
Total non-current assets,14213000.0,7000000.0,29548000.0,6000000.0,40340000.0,3000000.0,57336000.0,3000000.0,75492000.0,21000000.0,106406000.0,147065000.0
Total assets,66029000.0,66000000.0,128185000.0,128000000.0,167069000.0,167000000.0,160720000.0,161000000.0,176185000.0,176000000.0,232394000.0,294492000.0
Payables,18297000.0,18000000.0,20805000.0,21000000.0,43451000.0,43000000.0,33679000.0,34000000.0,35081000.0,35000000.0,41191000.0,37874000.0
Short-term debt,16000000.0,16000000.0,25000000.0,25000000.0,0.0,15000000.0,18000000.0,28000000.0,0.0,15000000.0,16919000.0,0.0
Total current liabilities,52613000.0,53000000.0,65663000.0,66000000.0,98167000.0,98000000.0,80144000.0,80000000.0,73773000.0,74000000.0,84101000.0,76390000.0
Long-term debt,16000000.0,000000.0,25000000.0,000000.0,15000000.0,000000.0,0.0,000000.0,18000000.0,18000000.0,18000000.0,0.0
Total debt,32000000.0,000000.0,50000000.0,000000.0,15000000.0,000000.0,18000000.0,000000.0,18000000.0,18000000.0,34919000.0,0.0
Deferred revenue,4200000.0,1000000.0,5715000.0,2000000.0,23062000.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,0.0
Tax Liabilities,199000.0,,152000.0,,279000.0,,429000.0,,508000.0,,318000.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,6866000.0,7000000.0,5966000.0,6000000.0,2985000.0,3000000.0,2800000.0,3000000.0,21276000.0,21000000.0,22851000.0,54065000.0
Total liabilities,59479000.0,59000000.0,71629000.0,72000000.0,101152000.0,101000000.0,82944000.0,83000000.0,95049000.0,95000000.0,106952000.0,130455000.0
Other comprehensive income,0.0,1000000.0,0.0,-1000000.0,0.0,-0000000.0,0.0,1000000.0,0.0,2000000.0,0.0,0.0
Retained earnings (deficit),-336182000.0,-336000000.0,-281600000.0,-282000000.0,-271349000.0,-271000000.0,-256671000.0,-257000000.0,-229090000.0,-229000000.0,-179686000.0,-138908000.0
Total shareholders equity,6550000.0,7000000.0,56556000.0,57000000.0,65917000.0,66000000.0,77776000.0,78000000.0,81136000.0,81000000.0,125442000.0,164037000.0
Investments,3421000.0,,4161000.0,,25417000.0,,6546000.0,,4236000.0,,17198000.0,18354000.0
Net Debt,23876000.0,8000000,16913000.0,-8000000,-5764000.0,-6000000,-13242000.0,-3000000,-7482000.0,8000000,1737000.0,-47770000.0
Other Assets,0.0,9000000,0.0,11000000,0.0,31000000,0.0,13000000,0.0,8000000,0.0,0.0
Other Liabilities,0.0,6000000,0.0,3000000,0.0,2000000,0.0,2000000,0.0,4000000,0.0,0.0
