Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,25294000.0,19196000.0,47746000.0,57317000.0,103021000.0,55929000.0,526193000.0
Short-term investments,911490000.0,715875000.0,628969000.0,559235000.0,336501000.0,0.0,
Cash and short-term investments,936784000.0,735071000.0,676715000.0,616552000.0,439522000.0,55929000.0,
Receivables,36007000.0,25179000.0,13728000.0,5143000.0,1048000.0,19000.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,972791000.0,760250000.0,690443000.0,621695000.0,440570000.0,55948000.0,
Property Plant & Equipment Net,24765000.0,22802000.0,20402000.0,15201000.0,11806000.0,8876000.0,7550000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,3634000.0
Long-term investments,766200000.0,0.0,0.0,0.0,0.0,0.0,
Tax assets,0.0,19929000.0,53274000.0,12136000.0,4576000.0,2171000.0,0.0
Total non-current assets,119252000.0,134598000.0,151294000.0,40756000.0,22695000.0,425271000.0,
Total assets,1092043000.0,894848000.0,841737000.0,662451000.0,463265000.0,481219000.0,542768000.0
Payables,31141000.0,23364000.0,25297000.0,22725000.0,10646000.0,10052000.0,8707000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0,
Total current liabilities,190034000.0,186530000.0,178203000.0,113498000.0,32715000.0,11498000.0,
Long-term debt,146757000.0,143882000.0,144353000.0,143939000.0,0.0,0.0,
Total debt,146757000.0,143882000.0,144353000.0,143939000.0,0.0,0.0,0.0
Deferred revenue,158893000.0,163166000.0,152906000.0,90773000.0,22069000.0,1446000.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,149497000.0,157548000.0,144353000.0,144076000.0,137000.0,2304000.0,
Total liabilities,390043000.0,385771000.0,364388000.0,259720000.0,36307000.0,18002000.0,54020000.0
Other comprehensive income,682681000,585488000,576927000,570340000,562911000,553707000,1000.0
Retained earnings (deficit),33488000.0,-74157000.0,-94882000.0,-160723000.0,-132930000.0,-84024000.0,-28840000.0
Total shareholders equity,702000000.0,509077000.0,477349000.0,402731000.0,426958000.0,463217000.0,488748000.0
Investments,1677690000.0,715875000.0,628969000.0,559235000.0,336501000.0,0.0,4864000.0
Net Debt,121463000.0,124686000.0,96607000.0,86622000.0,-103021000.0,-55929000.0,
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,
Other Liabilities,50512000.0,41693000.0,41832000.0,2146000.0,3455000.0,4200000.0,
