Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,1771011.0,1146730.0,717104.0,435870.0,654381.0,78113.0,654381.0,78113.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,1771011.0,1146730.0,717104.0,435870.0,654381.0,78113.0,365944.0,981875.0
Receivables,0.0,0.0,0.0,6142.0,1054.0,6164.0,1054.0,6164.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,1771011.0,1146730.0,717104.0,442012.0,655435.0,84277.0,383000.0,984586.0
Property Plant & Equipment Net,0.0,0.0,0.0,0.0,0.0,0.0,15938067.0,11518082.0
Goodwill and Intangible Assets,3826595.0,4063737.0,4300879.0,4538020.0,4775161.0,233001.0,4775161.0,233001.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,9150000.0,9150000.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,20124125.0,20313149.0,20497827.0,21306474.0,21684035.0,11961924.0,,
Total assets,21895136.0,21459879.0,21214931.0,21748486.0,22339470.0,12046201.0,22339470.0,12046201.0
Payables,24828.0,21206.0,84757.0,96022.0,1214219.0,406758.0,1214219.0,406758.0
Short-term debt,389996.0,366520.0,344114.0,322874.0,198709.0,29636.0,12000.0,0.0
Total current liabilities,447675.0,430501.0,477059.0,437409.0,1438510.0,442042.0,367000.0,9995.0
Long-term debt,9167336.0,9527068.0,10278765.0,10623088.0,1650000.0,1650000.0,915000.0,0.0
Total debt,9557332.0,9893588.0,10622879.0,10945962.0,1848709.0,1679636.0,9368122.0,2506455.0
Deferred revenue,32851.0,42775.0,48188.0,18513.0,25582.0,5648.0,25582.0,5648.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,9167336.0,9527068.0,10278765.0,10623088.0,1650000.0,1650000.0,,
Total liabilities,13196380.0,13542423.0,13931966.0,14628662.0,14674985.0,2974092.0,11182836.0,2974092.0
Other comprehensive income,11616154,11393476,11197629,11001843,10815889,10476098,0.0,0.0
Retained earnings (deficit),-2919268.0,-3477847.0,-3916449.0,-3883762.0,-3153136.0,-1405666.0,-3153136.0,-1405666.0
Total shareholders equity,8698756.0,7917456.0,7282965.0,7119824.0,7664485.0,9072109.0,7664485.0,9072109.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,7786321.0,8746858.0,9905775.0,10510092.0,1194328.0,1601523.0,,
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,,
Other Liabilities,3581369.0,3584854.0,3176142.0,3568165.0,11586475.0,882050.0,14158.0,0.0
