Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,132438000.0,128575000.0,83355000.0,90882000.0,102434000.0,153606000.0,182238000.0,162111000.0,172172000.0
Short-term investments,58826000.0,21142000.0,35439000.0,45041000.0,18413000.0,4912000.0,514000.0,13118000.0,0.0
Cash and short-term investments,132438000.0,128575000.0,83355000.0,90882000.0,102434000.0,158518000.0,182752000.0,162111000.0,172172000.0
Receivables,80003000.0,92026000.0,61775000.0,63498000.0,72957000.0,78898000.0,143331000.0,125922000.0,121973000.0
Inventories,71611000.0,73073000.0,57048000.0,57619000.0,75334000.0,74698000.0,89363000.0,62836000.0,68435000.0
Total current assets,352745000.0,330260000.0,242693000.0,260234000.0,276036000.0,334162000.0,456826000.0,379896000.0,389707000.0
Property Plant & Equipment Net,202171000.0,205903000.0,179793000.0,191985000.0,223766000.0,254297000.0,238256000.0,182663000.0,179012000.0
Goodwill and Intangible Assets,3953000.0,4061000.0,3085000.0,2629000.0,0.0,0.0,15260000.0,16787000.0,27538000.0
Long-term investments,15598000.0,12791000.0,9556000.0,12117000.0,10916000.0,16405000.0,18048000.0,4790000.0,0.0
Tax assets,22024000.0,264000.0,37000.0,34000.0,237000.0,1348000.0,46710000.0,0.0,0.0
Total non-current assets,230451000.0,228529000.0,199259000.0,217647000.0,251695000.0,291028000.0,333140000.0,222779000.0,236037000.0
Total assets,583196000.0,558789000.0,441952000.0,477881000.0,527731000.0,625190000.0,789966000.0,602675000.0,625744000.0
Payables,55631000.0,65940000.0,51509000.0,55476000.0,70767000.0,75059000.0,79236000.0,77848000.0,72909000.0
Short-term debt,9133000.0,1860000.0,1654000.0,5128000.0,6460000.0,5872000.0,9973000.0,2852000.0,5557000.0
Total current liabilities,132659000.0,138142000.0,153441000.0,166511000.0,169273000.0,162095000.0,148295000.0,137639000.0,116149000.0
Long-term debt,303577000.0,303416000.0,221082000.0,224156000.0,224035000.0,223923000.0,201653000.0,201389000.0,249987000.0
Total debt,312710000.0,305276000.0,222736000.0,229284000.0,230495000.0,229795000.0,211626000.0,204241000.0,255544000.0
Deferred revenue,6477000.0,8335000.0,11092000.0,10060000.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,20879000.0,18138000.0,15573000.0,13130000.0,27497000.0,23872000.0,10444000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,16549000.0,8165000.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,303792000.0,303680000.0,221275000.0,224394000.0,238086000.0,248278000.0,221090000.0,207611000.0,346744000.0
Total liabilities,600506000.0,598426000.0,514066000.0,540211000.0,546233000.0,543649000.0,479657000.0,436005000.0,462893000.0
Other comprehensive income,38674000,33940000,39271000,33700000,27501000,25304000,61967000,87136000,-5275000.0
Retained earnings (deficit),-36305000.0,-40889000.0,-125825000.0,-96210000.0,-11343000.0,105889000.0,287251000.0,93950000.0,72157000.0
Total shareholders equity,-17310000.0,-39637000.0,-72114000.0,-62330000.0,-18502000.0,81541000.0,310309000.0,166670000.0,162851000.0
Investments,74424000.0,33933000.0,44995000.0,57158000.0,29329000.0,21317000.0,18562000.0,17908000.0,0.0
Net Debt,180272000.0,176701000.0,139381000.0,138402000.0,128061000.0,76189000.0,29388000.0,42130000.0,83372000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27127000.0
Other Liabilities,164055000.0,156604000.0,139350000.0,149306000.0,138874000.0,133276000.0,110272000.0,90755000.0,37683000.0
