Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,53568000.0,,78789000.0,,52131000.0,,113086000.0,,23970000.0,,42607000.0,79799000.0
Short-term investments,196806000.0,54000000.0,188476000.0,34000000.0,198585000.0,37000000.0,174218000.0,26000000.0,70828000.0,6000000.0,53325000.0,62077000.0
Cash and short-term investments,250374000.0,54000000.0,267265000.0,34000000.0,250716000.0,37000000.0,287304000.0,26000000.0,94798000.0,6000000.0,95932000.0,141876000.0
Receivables,7677000.0,,7006000.0,,6157000.0,,4485000.0,,1473000.0,,1501000.0,1516000.0
Inventories,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total current assets,258051000.0,,274271000.0,,256873000.0,,291789000.0,,96271000.0,,97433000.0,143392000.0
Property Plant & Equipment Net,50546000.0,,54049000.0,,63641000.0,,50332000.0,,18769000.0,,20634000.0,21441000.0
Goodwill and Intangible Assets,49528000.0,40000000,50549000.0,40000000,51570000.0,40000000,33055000.0,26000000,0.0,0,0.0,0.0
Long-term investments,4075000.0,,44920000.0,,15596000.0,,87115000.0,,17728000.0,,34625000.0,22213000.0
Tax assets,4611000.0,,11619000.0,,16713000.0,,20697000.0,,677000.0,,766000.0,0.0
Total non-current assets,1902912000.0,,1778904000.0,,1663343000.0,,1222806000.0,,452601000.0,,432962000.0,435654000.0
Total assets,2160963000.0,2161000000.0,2053175000.0,2053000000.0,1920216000.0,1920000000.0,1514595000.0,1515000000.0,548872000.0,549000000.0,530395000.0,579046000.0
Payables,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Short-term debt,2400000.0,,19100000.0,,12075000.0,,12083000.0,,0.0,,0.0,0.0
Total current liabilities,2400000.0,,19100000.0,,12075000.0,,12083000.0,,0.0,,0.0,0.0
Long-term debt,374661000.0,387000000.0,129992000.0,152000000.0,53518000.0,72000000.0,43095000.0,61000000.0,5941000.0,6000000.0,3109000.0,0.0
Total debt,377061000.0,387000000.0,149092000.0,152000000.0,65593000.0,72000000.0,55178000.0,61000000.0,5941000.0,6000000.0,3109000.0,0.0
Deferred revenue,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Deposit Liabilities,1499444000.0,,1644080000.0,,1607683000.0,,1263797000.0,,469725000.0,,455051000.0,498581000.0
Total non-current liabilities,379272000.0,,141611000.0,,70231000.0,,63792000.0,,6618000.0,,2343000.0,0.0
Total liabilities,1907806000.0,1908000000.0,1819748000.0,1820000000.0,1697059000.0,1697000000.0,1344141000.0,1344000000.0,477685000.0,478000000.0,460735000.0,510153000.0
Other comprehensive income,210599000,0000000.0,209274000,-1000000.0,211817000,0000000.0,168966000,1000000.0,92740000,-0000000.0,90719000,90572000
Retained earnings (deficit),42000000.0,42000000.0,25213000.0,25000000.0,10574000.0,11000000.0,577000.0,000000.0,-21286000.0,-21000000.0,-22015000.0,-22770000.0
Total shareholders equity,253157000.0,253000000.0,233427000.0,233000000.0,223157000.0,223000000.0,170454000.0,170000000.0,71187000.0,71000000.0,69660000.0,68893000.0
Investments,200881000.0,,233396000.0,,214181000.0,,261333000.0,,88556000.0,,87950000.0,84290000.0
Net Debt,323493000.0,387000000,70303000.0,152000000,13462000.0,72000000,-57908000.0,61000000,-18029000.0,6000000,-39498000.0,-79799000.0
Other Assets,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Other Liabilities,1526134000.0,0,1659037000.0,0,1614753000.0,0,1268266000.0,0,471067000.0,0,458392000.0,510153000.0
