Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,219408000.0,197337000.0,190228000.0,172238000.0,0.0,0.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,219408000.0,197337000.0,190228000.0,172238000.0,0.0,0.0
Receivables,439167000.0,431801000.0,0.0,0.0,0.0,0.0
Inventories,334149000.0,281291000.0,238534000.0,220211000.0,0.0,302843000.0
Total current assets,992724000.0,910429000.0,947987000.0,897340000.0,0.0,302843000.0
Property Plant & Equipment Net,98279000.0,74756000.0,70797000.0,71937000.0,0.0,0.0
Goodwill and Intangible Assets,61845000.0,61978000.0,61749000.0,61977000.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,353743000.0,325995000.0,,,0.0,-302843000.0
Total assets,1346467000.0,1236424000.0,1128632000.0,1083151000.0,0.0,0.0
Payables,19515000.0,22955000.0,21769000.0,14841000.0,0.0,0.0
Short-term debt,71323000.0,70384000.0,0.0,0.0,0.0,0.0
Total current liabilities,107360000.0,129650000.0,92716000.0,84715000.0,0.0,0.0
Long-term debt,663645000.0,591696000.0,575000000.0,571000000.0,0.0,0.0
Total debt,734968000.0,662080000.0,582415000.0,570776000.0,0.0,0.0
Deferred revenue,16522000.0,36311000.0,37015000.0,28847000.0,0.0,0.0
Tax Liabilities,0.0,0.0,126278000.0,111131000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,754701000.0,675324000.0,,,0.0,0.0
Total liabilities,916713000.0,854193000.0,838424000.0,795469000.0,0.0,0.0
Other comprehensive income,270369000,274366000,0.0,0.0,0.0,0.0
Retained earnings (deficit),158641000.0,107118000.0,21592000.0,16641000.0,0.0,0.0
Total shareholders equity,429754000.0,382231000.0,249436000.0,244485000.0,0.0,0.0
Investments,0.0,0.0,510480000.0,495598000.0,0.0,0.0
Net Debt,515560000.0,464743000.0,,,0.0,0.0
Other Assets,0.0,0.0,,,0.0,0.0
Other Liabilities,54652000.0,49219000.0,70947000.0,69874000.0,0.0,0.0
