Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,7556000000.0,4390000000.0,5090000000.0,8623000000.0,11182000000.0
Short-term investments,7041000000.0,8448000000.0,8211000000.0,9817000000.0,7968000000.0
Cash and short-term investments,14597000000.0,12838000000.0,13301000000.0,18440000000.0,19150000000.0
Receivables,8998000000.0,9425000000.0,7839000000.0,6671000000.0,11212000000.0
Inventories,2144000000.0,3398000000.0,3227000000.0,2502000000.0,3193000000.0
Total current assets,26056000000.0,25820000000.0,24859000000.0,28154000000.0,34272000000.0
Property Plant & Equipment Net,65262000000.0,63637000000.0,59556000000.0,62006000000.0,75619000000.0
Goodwill and Intangible Assets,9672000000.0,8621000000.0,9243000000.0,9452000000.0,11458000000.0
Long-term investments,5318000000.0,5392000000.0,4589000000.0,3160000000.0,3761000000.0
Tax assets,3304000000.0,2441000000.0,2195000000.0,2022000000.0,1732000000.0
Total non-current assets,86452000000.0,85280000000.0,79671000000.0,81588000000.0,98430000000.0
Total assets,112508000000.0,111100000000.0,104530000000.0,109742000000.0,132702000000.0
Payables,8369000000.0,9737000000.0,9666000000.0,9333000000.0,13545000000.0
Short-term debt,2463000000.0,4091000000.0,3674000000.0,2326000000.0,3561000000.0
Total current liabilities,16605000000.0,19017000000.0,16744000000.0,15363000000.0,24085000000.0
Long-term debt,23264000000.0,24183000000.0,27999000000.0,29965000000.0,27593000000.0
Total debt,25727000000.0,28274000000.0,31673000000.0,32291000000.0,31154000000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,13325000000.0,11711000000.0,8611000000.0,10161000000.0,14934000000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,52914000000.0,52197000000.0,52687000000.0,54073000000.0,57335000000.0
Total liabilities,69519000000.0,71214000000.0,69431000000.0,69436000000.0,81420000000.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),38790000000.0,34406000000.0,32573000000.0,38693000000.0,
Total shareholders equity,42971000000.0,39861000000.0,35072000000.0,40271000000.0,51225000000.0
Investments,12359000000.0,13840000000.0,12800000000.0,12977000000.0,11729000000.0
Net Debt,11130000000.0,,,,
Other Assets,317000000.0,,,,
Other Liabilities,5773000000.0,5189000000.0,3404000000.0,3704000000.0,6979000000.0
