Date,2018-12-31,2017-12-31,2017-01,2016-12-31,2016-01,2015-12-31,2015-01,2014-12-31,2014-01,2013-12-31,2013-01,2012-12-31,2011-12-31
Cash and cash equivalents,5000000.0,1000000.0,0000000.0,5000000.0,000000.0,3000000.0,1000000.0,6000000.0,1000000.0,14000000.0,2000000.0,8000000.0,3000000.0
Short-term investments,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Cash and short-term investments,5000000.0,1000000.0,,5000000.0,,3000000.0,,6000000.0,,14000000.0,,8000000.0,3000000.0
Receivables,546000000.0,646000000.0,1000000.0,700000000.0,2000000.0,688000000.0,3000000.0,740000000.0,8000000.0,738000000.0,5000000.0,709000000.0,712000000.0
Inventories,0.0,0.0,101000000.0,0.0,114000000.0,0.0,115000000.0,0.0,125000000.0,0.0,123000000.0,0.0,0.0
Total current assets,1846000000.0,1769000000.0,40000000.0,1706000000.0,52000000.0,1602000000.0,61000000.0,1846000000.0,74000000.0,1751000000.0,88000000.0,1573000000.0,1179000000.0
Property Plant & Equipment Net,8077000000.0,7924000000.0,,7645000000.0,,7374000000.0,,7201000000.0,,7208000000.0,,7231000000.0,7542000000.0
Goodwill and Intangible Assets,10253000000.0,10722000000.0,3000000,11231000000.0,3000000,11789000000.0,3000000,12393000000.0,4000000,10362000000.0,5000000,13748000000.0,14554000000.0
Long-term investments,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax assets,347000000.0,485000000.0,,1151000000.0,,1207000000.0,,163000000.0,,161000000.0,,149000000.0,168000000.0
Total non-current assets,18737000000.0,19100000000.0,42000000.0,19443000000.0,72000000.0,19868000000.0,52000000.0,20611000000.0,23000000.0,14259000000.0,33000000.0,15141000000.0,16211000000.0
Total assets,20583000000.0,20869000000.0,145000000.0,21149000000.0,168000000.0,21470000000.0,181000000.0,22457000000.0,211000000.0,23218000000.0,220000000.0,23945000000.0,24932000000.0
Payables,441000000.0,317000000.0,11000000.0,398000000.0,11000000.0,369000000.0,9000000.0,464000000.0,10000000.0,440000000.0,11000000.0,456000000.0,654000000.0
Short-term debt,11000000.0,17000000.0,56000000.0,514000000.0,14000000.0,242000000.0,17000000.0,117000000.0,39000000.0,637000000.0,23000000.0,804000000.0,64000000.0
Total current liabilities,2272000000.0,2196000000.0,79000000.0,2796000000.0,36000000.0,2422000000.0,37000000.0,2261000000.0,62000000.0,2700000000.0,47000000.0,2832000000.0,2097000000.0
Long-term debt,5948000000.0,7264000000.0,32000000.0,6747000000.0,61000000.0,6997000000.0,40000000.0,7262000000.0,8000000.0,6921000000.0,14000000.0,6821000000.0,8261000000.0
Total debt,5959000000.0,7281000000.0,32000000.0,7261000000.0,61000000.0,7239000000.0,40000000.0,7379000000.0,8000000.0,7558000000.0,14000000.0,7625000000.0,8325000000.0
Deferred revenue,212000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,327000000.0,2000000.0,320000000.0,2000000.0,301000000.0,273000000.0
Tax Liabilities,140000000.0,174000000.0,,175000000.0,,189000000.0,,197000000.0,,206000000.0,,215000000.0,221000000.0
Deposit Liabilities,0.0,265000000.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,7684000000.0,8475000000.0,42000000.0,8717000000.0,72000000.0,9090000000.0,52000000.0,9742000000.0,23000000.0,9555000000.0,33000000.0,9580000000.0,11121000000.0
Total liabilities,10715000000.0,11532000000.0,121000000.0,12457000000.0,108000000.0,12563000000.0,89000000.0,13274000000.0,86000000.0,13605000000.0,80000000.0,13971000000.0,15045000000.0
Other comprehensive income,0.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,0000000.0,0.0,0000000.0,0.0,0.0
Retained earnings (deficit),-182000000.0,-713000000.0,-33000000.0,-1358000000.0,4000000.0,-1143000000.0,40000000.0,-867000000.0,78000000.0,-437000000.0,94000000.0,-76000000.0,-85000000.0
Total shareholders equity,9868000000.0,9337000000.0,24000000.0,8692000000.0,60000000.0,8907000000.0,92000000.0,9183000000.0,125000000.0,9613000000.0,140000000.0,9974000000.0,9887000000.0
Investments,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Debt,5954000000.0,7280000000.0,88000000,7256000000.0,75000000,7236000000.0,56000000,7373000000.0,46000000,7544000000.0,35000000,7617000000.0,8322000000.0
Other Assets,0.0,0.0,1000000,0.0,1000000,0.0,0,0.0,0,7208000000.0,0,7231000000.0,7542000000.0
Other Liabilities,759000000.0,861000000.0,13000000,944000000.0,12000000,1051000000.0,21000000,1271000000.0,18000000,1350000000.0,20000000,1559000000.0,1827000000.0
