Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,2568191.0,520698.0,950979.0,7697531.0,845192.0
Short-term investments,-29240965.0,-29240965.0,0.0,0.0,0.0
Cash and short-term investments,-26672774.0,-28720267.0,950979.0,7697531.0,845192.0
Receivables,995683.0,467658.0,4963.0,55867.0,0.0
Inventories,3342177.0,2072817.0,412754.0,229871.0,198029.0
Total current assets,8149941.0,3799095.0,2555041.0,8453782.0,3547440.0
Property Plant & Equipment Net,760617.0,1222068.0,885945.0,829232.0,872523.0
Goodwill and Intangible Assets,31710556.0,38608043.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0
Tax assets,6025788.0,6038982.0,14092644.0,8455951.0,0.0
Total non-current assets,32892004.0,39830111.0,1008108.0,3951395.0,872523.0
Total assets,41041945.0,43629206.0,3563149.0,12405177.0,4419963.0
Payables,5414260.0,7354932.0,517000.0,574462.0,698318.0
Short-term debt,4845575.0,1609244.0,1919675.0,1707899.0,816716.0
Total current liabilities,26658822.0,15385767.0,4192852.0,3907731.0,3475297.0
Long-term debt,11239170.0,10982437.0,1817526.0,4095028.0,0.0
Total debt,16084745.0,12591681.0,3737201.0,5802927.0,816716.0
Deferred revenue,0.0,0.0,224454.0,251936.0,23802.0
Tax Liabilities,100889.0,97010.0,113073.0,78930.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,17264958.0,17021419.0,1824482.0,4098349.0,1875000.0
Total liabilities,35658824.0,26368204.0,6017334.0,8006080.0,5350297.0
Other comprehensive income,99931440,79659453,37980522,30100613,0.0
Retained earnings (deficit),-94550779.0,-62404722.0,-40436108.0,-25702328.0,-9410778.0
Total shareholders equity,5383121.0,17261002.0,-2454185.0,4399097.0,-8235248.0
Investments,-29240965.0,-29240965.0,0.0,0.0,0.0
Net Debt,13516554.0,12070983.0,2786222.0,-1894604.0,-28476.0
Other Assets,0.0,0.0,0.0,0.0,2504219.0
Other Liabilities,-8264956.0,0.0,0.0,0.0,1960263.0
