Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,34276000.0,28726000.0,35033000.0,20572000.0,22615000.0,39652000.0,92521000.0,15201000.0,8883000.0
Short-term investments,186894000.0,52507000.0,39033000.0,96202000.0,93646000.0,88024000.0,34989000.0,0.0,0.0
Cash and short-term investments,221170000.0,81233000.0,74066000.0,116774000.0,116261000.0,127676000.0,127510000.0,15201000.0,8883000.0
Receivables,40127000.0,35105000.0,24142000.0,22605000.0,18008000.0,23543000.0,21697000.0,16647000.0,9893000.0
Inventories,4350000.0,2815000.0,4556000.0,2713000.0,3462000.0,5665000.0,2772000.0,3363000.0,2823000.0
Total current assets,274486000.0,124280000.0,107339000.0,145266000.0,140442000.0,159658000.0,155337000.0,38062000.0,22819000.0
Property Plant & Equipment Net,7468000.0,5751000.0,5894000.0,3620000.0,5122000.0,5365000.0,3631000.0,2701000.0,1307000.0
Goodwill and Intangible Assets,58316000.0,62813000.0,67446000.0,12363000.0,13159000.0,7119000.0,7842000.0,8716000.0,9722000.0
Long-term investments,297000.0,373000.0,796000.0,648000.0,356000.0,810000.0,0.0,0.0,0.0
Tax assets,9236000.0,184000.0,171000.0,51000.0,28000.0,0.0,300000.0,0.0,0.0
Total non-current assets,77612000.0,70231000.0,74734000.0,16995000.0,19186000.0,13449000.0,11968000.0,11756000.0,11114000.0
Total assets,352098000.0,194511000.0,182073000.0,162261000.0,159628000.0,173107000.0,167305000.0,49818000.0,33933000.0
Payables,4217000.0,2678000.0,3231000.0,2932000.0,1913000.0,3531000.0,2854000.0,4087000.0,1103000.0
Short-term debt,14579000.0,0.0,0.0,0.0,0.0,0.0,0.0,6500000.0,1405000.0
Total current liabilities,61155000.0,64643000.0,62972000.0,47766000.0,41250000.0,39505000.0,37059000.0,39933000.0,24050000.0
Long-term debt,110540000.0,0.0,0.0,0.0,0.0,0.0,0.0,1833000.0,4000000.0
Total debt,125119000.0,0.0,0.0,0.0,0.0,0.0,0.0,8333000.0,5405000.0
Deferred revenue,44053000.0,47276000.0,43845000.0,31495000.0,28474000.0,26133000.0,22451000.0,22493000.0,16192000.0
Tax Liabilities,1931000.0,1673000.0,1458000.0,1339000.0,1265000.0,1092000.0,1079000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,142655000.0,22146000.0,16515000.0,10556000.0,8990000.0,8255000.0,7272000.0,6271000.0,7489000.0
Total liabilities,189231000.0,85536000.0,78632000.0,57830000.0,49916000.0,47544000.0,44180000.0,46204000.0,31539000.0
Other comprehensive income,295647000,250854000,230605000,214421000,202515000,189966000,177081000,0.0,0.0
Retained earnings (deficit),-132346000.0,-141697000.0,-127103000.0,-109836000.0,-92730000.0,-64433000.0,-53968000.0,-56861000.0,-54382000.0
Total shareholders equity,162867000.0,108975000.0,103441000.0,104431000.0,109712000.0,125563000.0,123125000.0,-49399000.0,-50364000.0
Investments,187191000.0,52880000.0,39829000.0,96850000.0,94002000.0,88834000.0,34989000.0,0.0,0.0
Net Debt,90843000.0,-28726000.0,-35033000.0,-20572000.0,-22615000.0,-39652000.0,-92521000.0,-6868000.0,-3478000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851000.0,1220000.0
Other Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29346000.0,21542000.0
