Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,193700000.0,194000000.0,138800000.0,139000000.0,204700000.0,205000000.0,198900000.0,199000000.0,580800000.0,581000000.0,554700000.0,421800000.0,0.0
Short-term investments,13500000.0,14000000.0,12400000.0,12000000.0,12200000.0,12000000.0,13000000.0,13000000.0,0.0,83000000.0,83800000.0,0.0,0.0
Cash and short-term investments,207200000.0,14000000.0,151200000.0,12000000.0,216900000.0,12000000.0,211900000.0,13000000.0,580800000.0,83000000.0,638500000.0,421800000.0,0.0
Receivables,69400000.0,567000000.0,93700000.0,555000000.0,84000000.0,536000000.0,71900000.0,511000000.0,73800000.0,320000000.0,73000000.0,93200000.0,0.0
Inventories,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total current assets,857700000.0,1557000000.0,784800000.0,1587000000.0,823400000.0,1535000000.0,890900000.0,1626000000.0,1060400000.0,896000000.0,1100600000.0,951100000.0,0.0
Property Plant & Equipment Net,260000000.0,260000000.0,304100000.0,304000000.0,329100000.0,329000000.0,367800000.0,368000000.0,246400000.0,246000000.0,279200000.0,365400000.0,0.0
Goodwill and Intangible Assets,1225200000.0,1225000000,1224500000.0,1225000000,1148400000.0,1148000000,1205900000.0,1206000000,609800000.0,609000000,596600000.0,848600000.0,0.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Tax assets,21300000.0,000000.0,17700000.0,000000.0,14600000.0,000000.0,8200000.0,1000000.0,8900000.0,37000000.0,19200000.0,35700000.0,0.0
Total non-current assets,1557000000.0,714000000.0,1587000000.0,708000000.0,1534700000.0,744000000.0,1625600000.0,921000000.0,896300000.0,374000000.0,937300000.0,1374800000.0,2125300000.0
Total assets,2414700000.0,2415000000.0,2371800000.0,2372000000.0,2358100000.0,2358000000.0,2516500000.0,2516000000.0,1956700000.0,1957000000.0,2037900000.0,2325900000.0,2125300000.0
Payables,322100000.0,41000000.0,345800000.0,54000000.0,335000000.0,48000000.0,361000000.0,40000000.0,291700000.0,31000000.0,285800000.0,46100000.0,0.0
Short-term debt,900000.0,,1800000.0,,3400000.0,,7500000.0,,900000.0,,700000.0,6200000.0,0.0
Total current liabilities,323000000.0,323000000.0,347600000.0,348000000.0,338400000.0,338000000.0,368500000.0,368000000.0,292600000.0,293000000.0,286500000.0,382200000.0,0.0
Long-term debt,267700000.0,000000.0,297000000.0,000000.0,337400000.0,000000.0,368400000.0,64000000.0,60200000.0,000000.0,59900000.0,121000000.0,0.0
Total debt,268600000.0,000000.0,298800000.0,000000.0,340800000.0,000000.0,375900000.0,64000000.0,61100000.0,000000.0,60600000.0,127200000.0,0.0
Deferred revenue,17500000.0,18000000.0,17700000.0,18000000.0,19500000.0,20000000.0,0.0,20000000.0,0.0,23000000.0,0.0,0.0,0.0
Tax Liabilities,41900000.0,223000000.0,44100000.0,198000000.0,23900000.0,176000000.0,34600000.0,276000000.0,22300000.0,151000000.0,21200000.0,44200000.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total non-current liabilities,559800000.0,714000000.0,566700000.0,708000000.0,588500000.0,744000000.0,739600000.0,921000000.0,300800000.0,374000000.0,270300000.0,411100000.0,0.0
Total liabilities,1037000000.0,1037000000.0,1055900000.0,1056000000.0,1081900000.0,1082000000.0,1289300000.0,1289000000.0,667100000.0,667000000.0,666000000.0,914400000.0,941200000.0
Other comprehensive income,0.0,-67000000.0,0.0,-114000000.0,0.0,-102000000.0,0.0,-67000000.0,0.0,-20000000.0,0.0,0.0,0.0
Retained earnings (deficit),1457800000.0,1458000000.0,1955000000.0,1955000000.0,1846200000.0,1846000000.0,1707600000.0,1708000000.0,1614800000.0,1615000000.0,1578600000.0,1495500000.0,1165100000.0
Total shareholders equity,1377700000.0,1378000000.0,1315900000.0,1316000000.0,1276200000.0,1276000000.0,1227200000.0,1227000000.0,1289600000.0,1290000000.0,1371900000.0,1411500000.0,1184100000.0
Investments,13500000.0,,12400000.0,,12200000.0,,13000000.0,,0.0,,83800000.0,0.0,0.0
Net Debt,74900000.0,-194000000,160000000.0,-139000000,136100000.0,-205000000,177000000.0,-135000000,-519700000.0,-581000000,-494100000.0,-294600000.0,0.0
Other Assets,0.0,97000000,0.0,81000000,0.0,75000000,0.0,76000000,0.0,77000000,0.0,0.0,0.0
Other Liabilities,154200000.0,423000000,141600000.0,464000000,155000000.0,509000000,181200000.0,489000000,73700000.0,171000000,109200000.0,121100000.0,941200000.0
