Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,9892000.0,9232000.0,3278000.0
Short-term investments,64690000.0,0.0,0.0
Cash and short-term investments,9892000.0,9232000.0,3278000.0
Receivables,190254000.0,208044000.0,191509000.0
Inventories,7324000.0,8787000.0,7793000.0
Total current assets,285534000.0,248720000.0,224559000.0
Property Plant & Equipment Net,518717000.0,463905000.0,309740000.0
Goodwill and Intangible Assets,86621000.0,88450000.0,85282000.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,624953000.0,571851000.0,414872000.0
Total assets,910487000.0,820571000.0,639431000.0
Payables,63808000.0,80555000.0,60506000.0
Short-term debt,113094000.0,135869000.0,58115000.0
Total current liabilities,264280000.0,298496000.0,205452000.0
Long-term debt,311472000.0,473206000.0,372907000.0
Total debt,424566000.0,609075000.0,431022000.0
Deferred revenue,2400000.0,0.0,0.0
Tax Liabilities,829000.0,15630000.0,35786000.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,339163000.0,563180000.0,471147000.0
Total liabilities,675596000.0,861676000.0,676599000.0
Other comprehensive income,251897000,0.0,0.0
Retained earnings (deficit),-17335000.0,-43459000.0,-39399000.0
Total shareholders equity,234891000.0,-43394000.0,-39334000.0
Investments,64690000.0,0.0,0.0
Net Debt,414674000.0,599843000.0,427744000.0
Other Assets,0.0,22657000.0,21979000.0
Other Liabilities,72153000.0,82072000.0,86831000.0
