Date,2018-12,2017-12,2016-12,2015-12,2014-12
Depreciation & Amortization,0000000.0,3000000.0,1000000.0,1000000.0,0000000.0
Stock-based compensation,11000000.0,18000000.0,32000000.0,25000000.0,13000000.0
Operating Cash Flow,-42000000.0,-122000000.0,-109000000.0,-79000000.0,111000000.0
Capital Expenditure,000000.0,000000.0,-1000000.0,-3000000.0,-2000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,0,155000000,14000000,250000000,-426000000
Investing Cash flow,000000.0,155000000.0,14000000.0,248000000.0,-428000000.0
Issuance (repayment) of debt,,,,,
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,6000000.0,0000000.0,7000000.0,13000000.0,146000000.0
Effect of forex changes on cash,,,,,
Net cash flow / Change in cash,-36000000.0,33000000.0,-88000000.0,182000000.0,-171000000.0
Free Cash Flow,-42000000.0,-122000000.0,-109000000.0,-81000000.0,109000000.0
Net Cash/Marketcap,,,,,
