Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,140498000.0,140000000.0,221439000.0,221000000.0,134646000.0,135000000.0,131718000.0,132000000.0,127763000.0,128000000.0,76784000.0,63225000.0,90673000.0
Short-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Cash and short-term investments,140498000.0,,221439000.0,,134646000.0,,131718000.0,,127763000.0,,76784000.0,63225000.0,90673000.0
Receivables,230143000.0,230000000.0,125728000.0,126000000.0,68742000.0,69000000.0,48199000.0,48000000.0,43636000.0,44000000.0,33567000.0,37839000.0,0.0
Inventories,93674000.0,94000000.0,119692000.0,120000000.0,47009000.0,47000000.0,51922000.0,52000000.0,45768000.0,46000000.0,46508000.0,41719000.0,0.0
Total current assets,487109000.0,1102000000.0,489118000.0,1161000000.0,260628000.0,173000000.0,240969000.0,168000000.0,223658000.0,144000000.0,164901000.0,151564000.0,90673000.0
Property Plant & Equipment Net,192515000.0,193000000.0,150862000.0,151000000.0,64677000.0,65000000.0,56963000.0,57000000.0,28494000.0,28000000.0,30692000.0,17027000.0,0.0
Goodwill and Intangible Assets,902461000.0,903000000,1005952000.0,1006000000,106970000.0,106000000,109122000.0,109000000,114718000.0,114000000,134366000.0,155617000.0,0.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Tax assets,1037000.0,000000.0,480000.0,000000.0,222000.0,000000.0,318000.0,0000000.0,61000.0,0000000.0,449000.0,34490000.0,0.0
Total non-current assets,1102216000.0,637000000.0,1161413000.0,740000000.0,173365000.0,16000000.0,167891000.0,29000000.0,144327000.0,9000000.0,166603000.0,208693000.0,200947000.0
Total assets,1589325000.0,1589000000.0,1650531000.0,1651000000.0,433993000.0,434000000.0,408860000.0,409000000.0,367985000.0,368000000.0,331504000.0,360257000.0,291620000.0
Payables,91318000.0,91000000.0,65456000.0,65000000.0,27489000.0,27000000.0,26447000.0,26000000.0,23467000.0,23000000.0,16083000.0,13528000.0,0.0
Short-term debt,3270000.0,3000000.0,3865000.0,4000000.0,20608000.0,000000.0,23002000.0,000000.0,17103000.0,14000000.0,1012000.0,0.0,0.0
Total current liabilities,174012000.0,174000000.0,168235000.0,168000000.0,63856000.0,64000000.0,63516000.0,64000000.0,72587000.0,73000000.0,55219000.0,40137000.0,0.0
Long-term debt,592963000.0,593000000.0,675414000.0,675000000.0,9858000.0,000000.0,22894000.0,000000.0,16292000.0,000000.0,4000000.0,7104000.0,0.0
Total debt,596233000.0,593000000.0,679279000.0,675000000.0,30466000.0,000000.0,45896000.0,000000.0,33395000.0,000000.0,5012000.0,7104000.0,0.0
Deferred revenue,9236000.0,000000.0,8412000.0,1000000.0,6316000.0,000000.0,6285000.0,000000.0,8669000.0,000000.0,12944000.0,11202000.0,0.0
Tax Liabilities,120292000.0,3000000.0,4098000.0,19000000.0,541000.0,3000000.0,451000.0,3000000.0,544000.0,2000000.0,467000.0,760000.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,83000.0,,1470000.0,,0.0,0.0,0.0
Total non-current liabilities,621597000.0,637000000.0,712574000.0,740000000.0,16237000.0,16000000.0,28661000.0,29000000.0,20567000.0,9000000.0,8391000.0,15812000.0,0.0
Total liabilities,810979000.0,811000000.0,908687000.0,909000000.0,80093000.0,80000000.0,92177000.0,92000000.0,81401000.0,81000000.0,87412000.0,49564000.0,57010000.0
Other comprehensive income,1183819000,,1079043000,,543256000,,488981000,,443588000,,398133000,352104000,276057000
Retained earnings (deficit),-406352000.0,-406000000.0,-336621000.0,-337000000.0,-189412000.0,-189000000.0,-172352000.0,-172000000.0,-157057000.0,-157000000.0,-154092000.0,-41460000.0,-41493000.0
Total shareholders equity,778346000.0,778000000.0,741844000.0,742000000.0,353900000.0,354000000.0,316683000.0,317000000.0,286584000.0,287000000.0,244092000.0,310693000.0,234610000.0
Investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Debt,455735000.0,456000000,457840000.0,458000000,-104180000.0,-135000000,-85822000.0,-132000000,-94368000.0,-114000000,-71772000.0,-56121000.0,-90673000.0
Other Assets,0.0,7000000,0.0,5000000,0.0,2000000,0.0,2000000,0.0,1000000,0.0,0.0,0.0
Other Liabilities,15370000.0,33000000,27878000.0,65000000,0.0,9000000,0.0,7000000,-11753000.0,5000000,23802000.0,0.0,57010000.0
