Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,000000.0,000000.0,1000000.0,0000000.0,0000000.0
Short-term investments,000000.0,000000.0,000000.0,1280000000.0,670000000.0
Cash and short-term investments,000000.0,000000.0,000000.0,1280000000.0,670000000.0
Receivables,,,,,
Inventories,3000000.0,71000000.0,2251000000.0,120000000.0,120000000.0
Total current assets,2265000000.0,2337000000.0,6759000000.0,2858000000.0,4766000000.0
Property Plant & Equipment Net,22000000.0,184000000.0,6062000000.0,22000000.0,454000000.0
Goodwill and Intangible Assets,3000000,6000000,6000000,1000000,2000000
Long-term investments,,,,,
Tax assets,390000000.0,740000000.0,668000000.0,601000000.0,453000000.0
Total non-current assets,000000.0,352000000.0,1991000000.0,1159000000.0,5180000000.0
Total assets,3794000000.0,4411000000.0,9974000000.0,10543000000.0,17142000000.0
Payables,16000000.0,000000.0,000000.0,648000000.0,784000000.0
Short-term debt,000000.0,000000.0,000000.0,1000000.0,822000000.0
Total current liabilities,16000000.0,1574000000.0,2717000000.0,1234000000.0,2774000000.0
Long-term debt,000000.0,000000.0,808000000.0,998000000.0,5016000000.0
Total debt,000000.0,000000.0,808000000.0,998000000.0,5016000000.0
Deferred revenue,,,,,
Tax Liabilities,000000.0,000000.0,400000000.0,161000000.0,164000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,000000.0,352000000.0,1991000000.0,1159000000.0,5180000000.0
Total liabilities,16000000.0,1926000000.0,4708000000.0,2394000000.0,7954000000.0
Other comprehensive income,000000.0,000000.0,000000.0,4000000.0,4000000.0
Retained earnings (deficit),3766000000.0,2473000000.0,5254000000.0,6709000000.0,7747000000.0
Total shareholders equity,3778000000.0,2485000000.0,5266000000.0,8149000000.0,9188000000.0
Investments,,,,,
Net Debt,0,0,807000000,999000000,5838000000
Other Assets,3375000000,3398000000,967000000,8480000000,15407000000
Other Liabilities,0,1842000000,3297000000,586000000,1168000000
