Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,6439000.0,7874000.0,11705000.0,10500000.0,40249000.0,6151000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,6439000.0,7874000.0,11705000.0,10500000.0,40249000.0,6151000.0
Receivables,5132000.0,4137000.0,4321000.0,4333000.0,4221000.0,1989000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,20967000.0,27597000.0,34565000.0,35461000.0,63936000.0,41176000.0
Property Plant & Equipment Net,145308000.0,146573000.0,125702000.0,133010000.0,84059000.0,61364000.0
Goodwill and Intangible Assets,120294000.0,132901000.0,145508000.0,158551000.0,0.0,0.0
Long-term investments,631000.0,145000.0,192000.0,1376000.0,2757000.0,0.0
Tax assets,0.0,16000.0,0.0,699000.0,0.0,0.0
Total non-current assets,266328000.0,279793000.0,271402000.0,292937000.0,89716000.0,66092000.0
Total assets,287295000.0,307390000.0,305967000.0,328398000.0,153652000.0,107268000.0
Payables,3464000.0,2670000.0,2221000.0,4092000.0,3875000.0,7073000.0
Short-term debt,2804000.0,2339000.0,3513000.0,2914000.0,877000.0,50991000.0
Total current liabilities,11534000.0,32379000.0,37168000.0,34881000.0,26040000.0,69118000.0
Long-term debt,205581000.0,200627000.0,220894000.0,239444000.0,81358000.0,30000000.0
Total debt,208385000.0,202966000.0,224407000.0,242358000.0,82235000.0,80991000.0
Deferred revenue,2921000.0,22011000.0,26928000.0,22158000.0,15540000.0,7110000.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,206297000.0,201716000.0,221981000.0,242215000.0,85014000.0,35547000.0
Total liabilities,217831000.0,234095000.0,259149000.0,278638000.0,112985000.0,104665000.0
Other comprehensive income,75482000,70015000,49132000,50036000,40877000,-1400000.0
Retained earnings (deficit),-3009000.0,1640000.0,-1157000.0,-138000.0,-105000.0,
Total shareholders equity,69464000.0,73295000.0,46818000.0,49760000.0,40667000.0,2603000.0
Investments,631000.0,145000.0,192000.0,1376000.0,2757000.0,0.0
Net Debt,201946000.0,195092000.0,212702000.0,231858000.0,41986000.0,74840000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,33036000.0
Other Liabilities,0.0,0.0,0.0,1542000.0,1931000.0,11054000.0
