Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,12700000.0,7464000.0,9310000.0,17018657.0
Short-term investments,53140000.0,0.0,999000.0,1499000.0
Cash and short-term investments,65840000.0,7464000.0,10309000.0,18517657.0
Receivables,396000.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,232110.0
Total current assets,66236000.0,8572000.0,10300000.0,19404438.0
Property Plant & Equipment Net,1928000.0,2302000.0,2475000.0,2788400.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0
Long-term investments,11816000.0,6313000.0,8158000.0,41912897.0
Tax assets,551000.0,0.0,0.0,
Total non-current assets,134426000.0,,,
Total assets,200662000.0,176677000.0,177626000.0,182790946.0
Payables,0.0,0.0,0.0,160218098.0
Short-term debt,0.0,0.0,0.0,0.0
Total current liabilities,0.0,152523000.0,154701000.0,160829315.0
Long-term debt,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,
Deferred revenue,0.0,0.0,0.0,
Tax Liabilities,0.0,0.0,0.0,
Deposit Liabilities,151108000.0,151893000.0,154058000.0,
Total non-current liabilities,99000.0,,,
Total liabilities,151819000.0,152523000.0,154701000.0,160829315.0
Other comprehensive income,28301000,-47000.0,-181000.0,
Retained earnings (deficit),20672000.0,19326000.0,18233000.0,17094181.0
Total shareholders equity,48843000.0,24154000.0,22925000.0,21961631.0
Investments,64956000.0,161794000.0,159972000.0,-22787372.0
Net Debt,-12700000.0,,,
Other Assets,0.0,,,
Other Liabilities,151720000.0,152523000.0,154701000.0,611217.0
