Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,2310489.0,6559409.0,7779562.0,4060677.0,1881195.0,4932512.0,1301739.0,6174.0,337617.0,266669.0
Short-term investments,0.0,0.0,0.0,5703767.0,0.0,0.0,0.0,0.0,,
Cash and short-term investments,2310489.0,6559409.0,7779562.0,9764444.0,1881195.0,4932512.0,1301739.0,6174.0,,
Receivables,0.0,38078.0,0.0,0.0,0.0,43000.0,0.0,0.0,0.0,0.0
Inventories,25764633.0,39477697.0,51955278.0,53406020.0,23205749.0,23768914.0,27848525.0,27825924.0,0.0,0.0
Total current assets,28075122.0,46075184.0,59734840.0,63170464.0,25086944.0,28744426.0,29150264.0,27832098.0,,
Property Plant & Equipment Net,368750769.0,347688405.0,267610843.0,257256028.0,197997451.0,161980308.0,139091591.0,119963611.0,133044857.0,133985433.0
Goodwill and Intangible Assets,43555445.0,38758059.0,34725822.0,20087151.0,7339417.0,6359438.0,4527426.0,3572096.0,4167478.0,4588649.0
Long-term investments,6788034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tax assets,225024.0,1116580.0,943991.0,858471.0,267280.0,6360198.0,239720.0,399905.0,29351.0,433006.0
Total non-current assets,528254750.0,420055194.0,348888586.0,342846049.0,250835811.0,197439254.0,155546636.0,142433705.0,,
Total assets,556329872.0,466130378.0,408623426.0,406016513.0,275922755.0,226183680.0,184696900.0,170265803.0,177758950.0,176575132.0
Payables,1036547.0,1880516.0,1518105.0,1934417.0,859225.0,872331.0,440541.0,385685.0,1046581.0,864186.0
Short-term debt,120700000.0,70000000.0,34300000.0,38300000.0,0.0,0.0,0.0,0.0,,
Total current liabilities,128938151.0,73910975.0,37809771.0,54959027.0,3577768.0,4216682.0,440541.0,385685.0,,
Long-term debt,247624811.0,195816364.0,166245201.0,168459722.0,103940011.0,63227032.0,29126849.0,15266714.0,,
Total debt,368324811.0,265816364.0,200545201.0,206759722.0,103940011.0,63227032.0,29126849.0,15266714.0,15249248.0,13210389.0
Deferred revenue,7201604.0,2030459.0,1991666.0,14724610.0,2718543.0,3344351.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35093214.0,34275368.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,302394718.0,238110228.0,217609773.0,207986128.0,137978453.0,64271093.0,61484354.0,47326997.0,,
Total liabilities,344568399.0,281952170.0,260347584.0,271235125.0,147518056.0,106014323.0,70480232.0,57101360.0,60158850.0,58541553.0
Other comprehensive income,0.0,227468,5213082,9124847,9908280,8056322,6485369,5697554,-1095303.0,-1460162.0
Retained earnings (deficit),213297897.0,177614274.0,136892311.0,120444002.0,112561115.0,106581305.0,103242643.0,102872167.0,107807321.0,108639227.0
Total shareholders equity,211761473.0,184178208.0,148275842.0,134781388.0,128404699.0,120169357.0,114216668.0,113164443.0,117600100.0,118033579.0
Investments,6788034.0,0.0,0.0,5703767.0,0.0,0.0,0.0,0.0,4939625.0,4966864.0
Net Debt,366014322.0,259256955.0,192765639.0,202699045.0,102058816.0,58294520.0,27825110.0,15260540.0,,
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Other Liabilities,0.0,0.0,4928040.0,8289970.0,5961835.0,37526548.0,8555337.0,9388678.0,,
