Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,23040648.0,5595227.0,2166312.0,720427.0,494882.0
Short-term investments,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,23040648.0,5595227.0,2166312.0,720427.0,494882.0
Receivables,17428091.0,6912657.0,3015767.0,341643.0,189026.0
Inventories,0.0,0.0,0.0,0.0,0.0
Total current assets,42326727.0,13098918.0,5565642.0,1146521.0,758581.0
Property Plant & Equipment Net,2739525.0,1538213.0,538405.0,110195.0,79393.0
Goodwill and Intangible Assets,10779776.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,75196.0
Total non-current assets,13519301.0,1538213.0,538405.0,110195.0,154589.0
Total assets,55846028.0,14637131.0,6104047.0,1256716.0,913170.0
Payables,3412714.0,635087.0,317420.0,89984.0,79389.0
Short-term debt,974659.0,0.0,35778.0,0.0,61887.0
Total current liabilities,24212062.0,10376460.0,3577021.0,664210.0,499504.0
Long-term debt,0.0,0.0,0.0,0.0,0.0
Total debt,974659.0,0.0,35778.0,0.0,61887.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,2502591.0,923193.0,481704.0,148613.0,141508.0
Total non-current liabilities,1654337.0,0.0,0.0,0.0,0.0
Total liabilities,25866399.0,10376460.0,3577021.0,664210.0,499504.0
Other comprehensive income,-11327.0,8454.0,4205.0,-9113.0,-1542.0
Retained earnings (deficit),-60765266.0,-32596374.0,-10465409.0,-5991088.0,-1409639.0
Total shareholders equity,29979629.0,4260671.0,2527026.0,612082.0,413666.0
Investments,0.0,0.0,0.0,0.0,0.0
Net Debt,-22065989.0,-5595227.0,-2130534.0,-720427.0,-432995.0
Other Assets,1857988.0,591034.0,383563.0,84451.0,74673.0
Other Liabilities,19824689.0,9741373.0,3223823.0,574226.0,358228.0
