Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,181697000.0,182000000.0,137698000.0,138000000.0,380907000.0,381000000.0,34396000.0,34000000.0,26756000.0,27000000.0,33462000.0,44114000.0,23732000.0
Short-term investments,120898000.0,121000000.0,103345000.0,103000000.0,41841000.0,42000000.0,48975000.0,49000000.0,49352000.0,49000000.0,46325000.0,16243000.0,1933000.0
Cash and short-term investments,302595000.0,121000000.0,241043000.0,103000000.0,422748000.0,42000000.0,83371000.0,49000000.0,76108000.0,49000000.0,79787000.0,60357000.0,25665000.0
Receivables,43876000.0,44000000.0,43121000.0,43000000.0,39358000.0,39000000.0,28568000.0,29000000.0,20403000.0,20000000.0,12024000.0,9753000.0,6819000.0
Inventories,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total current assets,379376000.0,532000000.0,302638000.0,529000000.0,477315000.0,274000000.0,121813000.0,243000000.0,112532000.0,178000000.0,98284000.0,74711000.0,34865000.0
Property Plant & Equipment Net,233590000.0,234000000.0,186991000.0,187000000.0,126297000.0,126000000.0,81360000.0,81000000.0,28694000.0,29000000.0,12751000.0,9494000.0,5539000.0
Goodwill and Intangible Assets,200654000.0,200000000,225325000.0,225000000,91836000.0,92000000,97357000.0,98000000,86790000.0,86000000,56140000.0,57582000.0,59217000.0
Long-term investments,61959000.0,62000000.0,107363000.0,107000000.0,45931000.0,46000000.0,55473000.0,55000000.0,58679000.0,59000000.0,56285000.0,43728000.0,15000.0
Tax assets,57171000.0,000000.0,48634000.0,000000.0,24447000.0,000000.0,2200000.0,000000.0,600000.0,5000000.0,3500000.0,645000.0,0.0
Total non-current assets,532234000.0,25000000.0,528969000.0,19000000.0,274202000.0,18000000.0,243078000.0,11000000.0,177588000.0,3000000.0,130288000.0,110904000.0,64906000.0
Total assets,911610000.0,912000000.0,831607000.0,832000000.0,751517000.0,752000000.0,364891000.0,365000000.0,290120000.0,290000000.0,228572000.0,185615000.0,99771000.0
Payables,18539000.0,19000000.0,24913000.0,25000000.0,15942000.0,16000000.0,9911000.0,10000000.0,6726000.0,7000000.0,3783000.0,2039000.0,2255000.0
Short-term debt,39247000.0,,26188000.0,,39809000.0,,37307000.0,,16822000.0,,10224000.0,5792000.0,6000.0
Total current liabilities,82143000.0,82000000.0,77388000.0,77000000.0,78877000.0,79000000.0,63082000.0,63000000.0,33799000.0,34000000.0,20724000.0,15927000.0,14900000.0
Long-term debt,159000.0,,0.0,,85000.0,,685000.0,,443000.0,,175000.0,0.0,4000.0
Total debt,39406000.0,,26188000.0,,39894000.0,,37992000.0,,17265000.0,,10399000.0,5792000.0,10000.0
Deferred revenue,24357000.0,000000.0,26287000.0,0000000.0,23126000.0,0000000.0,15864000.0,0000000.0,9729000.0,000000.0,4752000.0,4896000.0,4548000.0
Tax Liabilities,12704000.0,3000000.0,10028000.0,5000000.0,4634000.0,6000000.0,3440000.0,2000000.0,2408000.0,000000.0,898000.0,1262000.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total non-current liabilities,42852000.0,25000000.0,24243000.0,19000000.0,17979000.0,18000000.0,11883000.0,11000000.0,4056000.0,3000000.0,5812000.0,963000.0,668000.0
Total liabilities,107541000.0,108000000.0,96268000.0,96000000.0,96609000.0,97000000.0,74040000.0,74000000.0,37236000.0,37000000.0,21676000.0,18753000.0,20913000.0
Other comprehensive income,694607000,-1000000.0,649817000,-1000000.0,612098000,-0000000.0,285342000,-0000000.0,242527000,-0000000.0,212043000,184616000,116012000
Retained earnings (deficit),110205000.0,110000000.0,86399000.0,86000000.0,43026000.0,43000000.0,5763000.0,6000000.0,10449000.0,10000000.0,-5116000.0,-17692000.0,-37156000.0
Total shareholders equity,804069000.0,804000000.0,735339000.0,735000000.0,654908000.0,655000000.0,290851000.0,291000000.0,252884000.0,253000000.0,206896000.0,166862000.0,78858000.0
Investments,182857000.0,62000000.0,210708000.0,107000000.0,87772000.0,46000000.0,104448000.0,55000000.0,108031000.0,59000000.0,102610000.0,59971000.0,1948000.0
Net Debt,-142291000.0,-182000000,-111510000.0,-138000000,-341013000.0,-381000000,3596000.0,-34000000,-9491000.0,-27000000,-23063000.0,-38322000.0,-23722000.0
Other Assets,0.0,36000000,0.0,14000000,0.0,14000000,0.0,10000000,0.0,8000000,0.0,0.0,0.0
Other Liabilities,0.0,22000000,0.0,14000000,0.0,13000000,0.0,13000000,0.0,4000000,0.0,1863000.0,5345000.0
