Date,2006-12,2005-12,2004-12,2003-12,2002-12
Cash and cash equivalents,40000000.0,48000000.0,92000000.0,64000000.0,50000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,146000000.0,129000000.0,132000000.0,127000000.0,107000000.0
Inventories,120000000.0,99000000.0,101000000.0,94000000.0,84000000.0
Total current assets,431000000.0,412000000.0,415000000.0,402000000.0,375000000.0
Property Plant & Equipment Net,180000000.0,164000000.0,170000000.0,164000000.0,155000000.0
Goodwill and Intangible Assets,234000000,222000000,220000000,214000000,198000000
Long-term investments,,,,,
Tax assets,13000000.0,19000000.0,15000000.0,12000000.0,10000000.0
Total non-current assets,69000000.0,133000000.0,201000000.0,218000000.0,191000000.0
Total assets,771000000.0,728000000.0,774000000.0,715000000.0,640000000.0
Payables,121000000.0,119000000.0,120000000.0,103000000.0,81000000.0
Short-term debt,9000000.0,3000000.0,000000.0,4000000.0,2000000.0
Total current liabilities,158000000.0,140000000.0,132000000.0,119000000.0,111000000.0
Long-term debt,35000000.0,98000000.0,163000000.0,190000000.0,164000000.0
Total debt,35000000.0,98000000.0,163000000.0,190000000.0,164000000.0
Deferred revenue,,,,,
Tax Liabilities,12000000.0,16000000.0,22000000.0,12000000.0,12000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,69000000.0,133000000.0,201000000.0,218000000.0,191000000.0
Total liabilities,226000000.0,273000000.0,333000000.0,338000000.0,302000000.0
Other comprehensive income,23000000.0,9000000.0,29000000.0,18000000.0,-8000000.0
Retained earnings (deficit),473000000.0,416000000.0,393000000.0,346000000.0,331000000.0
Total shareholders equity,544000000.0,455000000.0,441000000.0,377000000.0,338000000.0
Investments,,,,,
Net Debt,4000000,53000000,71000000,130000000,116000000
Other Assets,38000000,46000000,42000000,40000000,36000000
Other Liabilities,35000000,20000000,16000000,16000000,29000000
