Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,33831000.0,172196.0,362535.0,5000.0
Short-term investments,0.0,55081899.0,54731828.0,0.0
Cash and short-term investments,33831000.0,55254095.0,55094363.0,5000.0
Receivables,45651000.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,85145000.0,182132.0,418776.0,184000.0
Property Plant & Equipment Net,17482000.0,0.0,0.0,0.0
Goodwill and Intangible Assets,234152000.0,0.0,0.0,0.0
Long-term investments,852000.0,55081899.0,54731828.0,0.0
Tax assets,49692000.0,0.0,0.0,
Total non-current assets,303473000.0,55081899.0,54731828.0,
Total assets,388618000.0,55264031.0,55150604.0,184000.0
Payables,27638000.0,349292.0,111011.0,0.0
Short-term debt,3293000.0,27500.0,27500.0,0.0
Total current liabilities,64060000.0,388408.0,150127.0,169000.0
Long-term debt,402095000.0,0.0,0.0,0.0
Total debt,405388000.0,27500.0,27500.0,
Deferred revenue,0.0,0.0,0.0,
Tax Liabilities,0.0,0.0,0.0,
Deposit Liabilities,3282000.0,0.0,0.0,
Total non-current liabilities,410031000.0,0.0,0.0,
Total liabilities,474091000.0,50264025.0,50150598.0,169000.0
Other comprehensive income,0.0,5240728,5115916,
Retained earnings (deficit),-85540000.0,-243075.0,-118221.0,-10000.0
Total shareholders equity,-85473000.0,5000006.0,5000006.0,15000.0
Investments,852000.0,110163798.0,109463656.0,-903000.0
Net Debt,371557000.0,-144696.0,-335035.0,-5000.0
Other Assets,0.0,0.0,0.0,0.0
Other Liabilities,0.0,49875617.0,50000471.0,169000.0
