Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,427000000.0,439000000.0,409000000.0,426000000.0
Stock-based compensation,,,,
Operating Cash Flow,1414000000.0,959000000.0,875000000.0,780000000.0
Capital Expenditure,-661000000.0,-554000000.0,-674000000.0,-495000000.0
Acquisitions and disposals,-81000000.0,0.0,0.0,0.0
Investment purchases and sales,,,,
Investing Cash flow,-6005000000.0,-315000000.0,-974000000.0,-767000000.0
Issuance (repayment) of debt,,,,
Issuance (buybacks) of shares,,,,
Dividend payments,,,,
Financing Cash Flow,5478000000.0,-817000000.0,186000000.0,-758000000.0
Effect of forex changes on cash,18000000.0,5000000.0,-47000000.0,83000000.0
Net cash flow / Change in cash,905000000.0,-168000000.0,40000000.0,-662000000.0
Free Cash Flow,,,,
Net Cash/Marketcap,,,,
