Date,2019-03-31,2018-03-31,2017-03-31,2016-03-31,2015-03-31,2014-12-31,2014-03-31,2013-12-31,2012-12-31,2012-08-31,2011-12-31
Cash and cash equivalents,11032451.0,988905.0,603805.0,1192119.0,90113.0,4967.0,2665.0,2199.0,0.0,1462.0,0.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,11032451.0,988905.0,603805.0,1192119.0,90113.0,4967.0,2665.0,2199.0,0.0,1462.0,0.0
Receivables,3068181.0,2599095.0,1419281.0,911390.0,416373.0,0.0,166404.0,0.0,0.0,0.0,0.0
Inventories,2058012.0,1002020.0,819988.0,434708.0,193355.0,141636.0,57965.0,141636.0,0.0,0.0,0.0
Total current assets,16537343.0,4886491.0,3150321.0,2549023.0,717341.0,184884.0,281322.0,179272.0,0.0,1462.0,0.0
Property Plant & Equipment Net,1945265.0,1169635.0,1120148.0,1226534.0,1199900.0,0.0,286986.0,0.0,0.0,0.0,0.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59422.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83400.0,0.0,0.0,0.0
Total non-current assets,1945265.0,1169635.0,1120148.0,1226534.0,1199900.0,76708.0,286986.0,92922.0,0.0,4000.0,0.0
Total assets,18482608.0,6056126.0,4270469.0,3775557.0,1917241.0,261592.0,568308.0,272194.0,0.0,5462.0,0.0
Payables,2898958.0,2052988.0,1343824.0,847452.0,605535.0,1474363.0,338557.0,1209319.0,0.0,0.0,0.0
Short-term debt,3131279.0,2723598.0,1626290.0,1043264.0,452419.0,842531.0,83348.0,593153.0,0.0,20604.0,0.0
Total current liabilities,7125695.0,5595885.0,3429437.0,2153472.0,1413331.0,8336135.0,836323.0,5807697.0,0.0,20604.0,0.0
Long-term debt,0.0,0.0,8006.0,95204.0,233770.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,3131279.0,2723598.0,1634296.0,1138468.0,686189.0,842531.0,83348.0,593153.0,0.0,20604.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0
Total non-current liabilities,0.0,0.0,8006.0,95204.0,233770.0,0.0,0.0,0.0,0.0,0.0,0.0
Total liabilities,7125695.0,5595885.0,3437443.0,2248676.0,1647101.0,8336135.0,836323.0,5807697.0,0.0,20604.0,0.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,44164448,0.0,41798829,0.0,0.0,0.0
Retained earnings (deficit),-38694879.0,-30077314.0,-23388534.0,-19933934.0,-11652350.0,-52256430.0,-4512901.0,-48268503.0,0.0,7300.0,0.0
Total shareholders equity,11356913.0,460241.0,833026.0,1526881.0,270140.0,-8074543.0,-351835.0,-5535503.0,0.0,-15142.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-7901172.0,1734693.0,1030491.0,-53651.0,596076.0,837564.0,80683.0,590954.0,0.0,19142.0,0.0
Other Assets,378699.0,296471.0,307247.0,10806.0,17500.0,0.0,54288.0,0.0,0.0,0.0,0.0
Other Liabilities,1095458.0,819299.0,459323.0,262756.0,355377.0,0.0,414418.0,0.0,0.0,0.0,0.0
