Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,30866000.0,29830000.0,16902000.0,15362000.0,14735000.0,11889000.0,13491000.0,52520000.0,27974000.0,35643000.0
Short-term investments,0.0,145000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,30866000.0,29975000.0,16902000.0,15362000.0,14735000.0,11889000.0,13491000.0,52520000.0,27974000.0,35643000.0
Receivables,86595000.0,96293000.0,88932000.0,80046000.0,77523000.0,66969000.0,75692000.0,62656000.0,59804000.0,50220000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,597982000.0,794102000.0,507919000.0,399112000.0,287782000.0,229769000.0,213748000.0,187948000.0,143148000.0,109746000.0
Property Plant & Equipment Net,40031000.0,42243000.0,50269000.0,52651000.0,50402000.0,49550000.0,49063000.0,34397000.0,22963000.0,22507000.0
Goodwill and Intangible Assets,836830000.0,844900000.0,691916000.0,731121000.0,578315000.0,408040000.0,433092000.0,134782000.0,114762000.0,115938000.0
Long-term investments,2260000.0,1138000.0,206000.0,406000.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,14423000.0,13434000.0,0.0,29376000.0,44639000.0,61298000.0
Total non-current assets,1017323000.0,965324000.0,802291000.0,824741000.0,655401000.0,476841000.0,491999000.0,204642000.0,184943000.0,194483000.0
Total assets,1615305000.0,1759426000.0,1310210000.0,1223853000.0,943183000.0,706610000.0,705747000.0,392590000.0,328091000.0,304229000.0
Payables,34538000.0,24693000.0,23274000.0,19208000.0,11436000.0,10244000.0,13623000.0,13464000.0,9883000.0,23557000.0
Short-term debt,7500000.0,8576000.0,4375000.0,4375000.0,4375000.0,17158000.0,10000000.0,4350000.0,0.0,1288000.0
Total current liabilities,805655000.0,976004000.0,680116000.0,566298000.0,421004000.0,356682000.0,311695000.0,240041000.0,195713000.0,180231000.0
Long-term debt,379624000.0,429648000.0,338018000.0,404229000.0,276196000.0,135750000.0,205500000.0,0.0,0.0,0.0
Total debt,387124000.0,438224000.0,342393000.0,408604000.0,280571000.0,152908000.0,215500000.0,4350000.0,0.0,1288000.0
Deferred revenue,295991000.0,276456000.0,244500000.0,230216000.0,212283000.0,181475000.0,173899000.0,153665000.0,141149000.0,135584000.0
Tax Liabilities,3704000.0,5160000.0,3145000.0,3024000.0,3564000.0,3698000.0,7607000.0,4384000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,435867000.0,476520000.0,382549000.0,446967000.0,336263000.0,188384000.0,246368000.0,14098000.0,14483000.0,7892000.0
Total liabilities,1241522000.0,1452524000.0,1062665000.0,1013265000.0,757267000.0,545066000.0,558063000.0,252588000.0,205032000.0,188123000.0
Other comprehensive income,132357000,111843000,95215000,76479000,55234000,37475000,32740000,9175000,0.0,-201000.0
Retained earnings (deficit),246477000.0,195649000.0,152729000.0,134877000.0,131658000.0,125398000.0,116862000.0,131921000.0,126285000.0,115911000.0
Total shareholders equity,373783000.0,306902000.0,247545000.0,210588000.0,185916000.0,161544000.0,147684000.0,140002000.0,123059000.0,116106000.0
Investments,2260000.0,1283000.0,206000.0,406000.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,356258000.0,408394000.0,325491000.0,393242000.0,265836000.0,141019000.0,202009000.0,-48170000.0,-27974000.0,-34355000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23883000.0
Other Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155386000.0
