Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,17219000.0,36163000.0,49666000.0,71688000.0,87206000.0,65750000.0
Short-term investments,20633000.0,0.0,17009000.0,0.0,744771000.0,
Cash and short-term investments,37852000.0,36163000.0,66675000.0,71688000.0,831977000.0,
Receivables,1645000.0,1903000.0,2068000.0,1654000.0,1100000.0,15229000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,39497000.0,38066000.0,68743000.0,73342000.0,833077000.0,
Property Plant & Equipment Net,3140000.0,4160000.0,4998000.0,1708000.0,1367000.0,0.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,400000.0,0.0,0.0,790677000.0,790677000.0,
Tax assets,3739000.0,118000.0,2001000.0,1659000.0,1214000.0,0.0
Total non-current assets,38719000.0,89856000.0,53626000.0,48123000.0,77322000.0,
Total assets,78216000.0,127922000.0,122369000.0,121465000.0,910399000.0,550292000.0
Payables,26739000.0,25130000.0,36270000.0,34746000.0,27583000.0,35163000.0
Short-term debt,7635000.0,7315000.0,15043000.0,13634000.0,6998000.0,
Total current liabilities,34674000.0,32445000.0,51313000.0,48380000.0,35322000.0,
Long-term debt,9892000.0,9233000.0,52178000.0,102583000.0,103057000.0,
Total debt,17527000.0,16548000.0,67221000.0,116217000.0,110055000.0,69168000.0
Deferred revenue,300000.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,741000.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,9952000.0,9325000.0,52380000.0,102710000.0,103302000.0,
Total liabilities,90248000.0,135893000.0,124222000.0,121504000.0,912451000.0,104331000.0
Other comprehensive income,7529000,2820000,3310000,631000,0.0,0.0
Retained earnings (deficit),-19618000.0,-9545000.0,-5254000.0,-730000.0,272000.0,0.0
Total shareholders equity,-12032000.0,-7971000.0,-1853000.0,-39000.0,-2052000.0,0.0
Investments,21033000.0,0.0,17009000.0,790677000.0,1535448000.0,463569000.0
Net Debt,308000.0,-19615000.0,17555000.0,44529000.0,22849000.0,
Other Assets,0.0,0.0,0.0,0.0,0.0,
Other Liabilities,45622000.0,94123000.0,20529000.0,-29586000.0,773827000.0,
