Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,84859915.0,27026240.0,41344623.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,84859915.0,27026240.0,41344623.0
Receivables,23373969.0,11345218.0,2576589.0
Inventories,0.0,0.0,0.0
Total current assets,113176169.0,43738752.0,47870981.0
Property Plant & Equipment Net,4211051.0,1943550.0,1241585.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,500032.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,5267005.0,2522270.0,1482716.0
Total assets,118443174.0,46261022.0,49353697.0
Payables,24780899.0,5432505.0,3819207.0
Short-term debt,0.0,3193381.0,1942084.0
Total current liabilities,33242553.0,14814770.0,10278510.0
Long-term debt,0.0,0.0,3176211.0
Total debt,0.0,3193381.0,5118295.0
Deferred revenue,344361.0,521640.0,474588.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,877826.0,0.0,3176211.0
Total liabilities,34120379.0,14814770.0,13454721.0
Other comprehensive income,-1158900.0,1092648.0,-690597.0
Retained earnings (deficit),-116752285.0,-126899750.0,-101028568.0
Total shareholders equity,84322795.0,-124921558.0,-100556616.0
Investments,500032.0,0.0,0.0
Net Debt,-85243277.0,,
Other Assets,4942116.0,,
Other Liabilities,8461654.0,6188884.0,4517219.0
