Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,99310.0,954223.0,1561863.0,1834082.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,99310.0,954223.0,1561863.0,1834082.0
Receivables,1397038.0,645493.0,264753.0,77999.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,1496348.0,1599716.0,36489482.0,30711494.0
Property Plant & Equipment Net,1180107.0,501819.0,1619902.0,1001054.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,84517702.0,65894821.0,,
Total assets,86014050.0,67494537.0,38369421.0,30795486.0
Payables,316413.0,390758.0,852382.0,230409.0
Short-term debt,27219123.0,9841613.0,0.0,0.0
Total current liabilities,28593942.0,11340771.0,8334379.0,6037829.0
Long-term debt,290984.0,301101.0,0.0,0.0
Total debt,27510107.0,10142714.0,8715818.0,6107714.0
Deferred revenue,1058406.0,1108400.0,290456.0,190017.0
Tax Liabilities,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,800.0,0.0
Total non-current liabilities,290984.0,301101.0,,
Total liabilities,33211235.0,12928256.0,9883806.0,6565969.0
Other comprehensive income,53192859,53315772,0.0,0.0
Retained earnings (deficit),-405483.0,1235093.0,0.0,0.0
Total shareholders equity,52802815.0,54566281.0,28485615.0,24229517.0
Investments,0.0,0.0,33750610.0,27532867.0
Net Debt,27410797.0,9188491.0,,
Other Assets,0.0,0.0,,
Other Liabilities,4326309.0,1286384.0,7481997.0,5807420.0
