Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,579382474.2268,1030375113.2588,1496057125.3071,1991147922.999,3261742771.3106,4233660313.4265,5803719375.305,7206804289.5442
Short-term investments,230853865.9794,222202355.7838,233535319.4103,193414133.7386,0.0,0.0,0.0,0.0
Cash and short-term investments,810236340.2062,1252577469.0426,1729592444.7174,2184562056.7376,3261742771.3106,4233660313.4265,5803719375.305,7206804289.5442
Receivables,535613917.5258,663569314.4065,613395577.3956,399766210.7396,658301164.1006,1068388394.748,1298885797.9502,1151025201.0724
Inventories,1298855670.1031,1348359710.0574,1217486486.4865,1251599290.7801,1547924145.7003,1338833121.5587,1656023914.1044,1886813404.8257
Total current assets,3096516237.1134,3588491694.3522,3822149262.8993,4161775835.8663,5984041306.7968,6947074121.1351,9320930209.8585,10811783378.0161
Property Plant & Equipment Net,4651253608.2474,5425804590.7581,5569987407.8624,4515254812.5633,5867119789.7109,6315724692.9267,9038098584.6755,8452812332.4397
Goodwill and Intangible Assets,1869375000.0,2196329205.678,2229239557.7396,1880006585.613,354357116.0345,408911478.1872,441611029.7706,123849329.7587
Long-term investments,1453192010.3093,1661128057.9885,1403086916.4619,1012725177.305,5144696582.8014,5725446421.008,5347262079.063,5446184986.5952
Tax assets,23039690.7216,19063424.9471,21545147.4201,19773556.231,982372512.2043,1173454891.9949,1062508052.7086,790208579.0885
Total non-current assets,9101299226.8041,10065984294.775,9738545761.6708,7828955927.0517,12704317686.8194,14400888182.9733,16683593460.2245,16384552815.0134
Total assets,12197815463.9175,13654475989.1272,13560695024.57,11990731762.9179,18688358993.6162,21347962304.1084,26004523670.083,27196336193.0295
Payables,1393300773.1959,1102385382.0598,895597972.973,632550405.2685,4541567405.1821,0.0,6157418252.8062,7105668632.7078
Short-term debt,1457071907.2165,1971278163.6968,650321867.3219,474843211.7528,992417198.6481,1119359169.8433,1058624694.9732,1393053619.3029
Total current liabilities,2948080412.3711,3222606463.3041,1688170454.5455,1287284447.8217,2073588058.5805,2356725963.5748,3197120058.5652,3426352815.0134
Long-term debt,5972586340.2062,6941691935.971,8698885135.1351,8208671225.9372,9442691701.089,10632623041.0843,13243329428.9898,13164419302.9491
Total debt,7429658247.4227,8912970099.6678,9349207002.457,8683514437.69,10435108899.7371,0.0,14301954123.9629,14557472922.252
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,424209536.0825,683402899.4262,642460073.7101,599837386.0182,520507322.5685,0.0,585285993.1674,505778552.2788
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,6668951546.3918,7928629115.071,9604551289.9263,8907275075.9878,13823325197.1461,15573591698.4329,18411350414.8365,19256755495.9786
Total liabilities,9617031958.7629,11151235578.3751,11292721744.4717,10194559523.8095,15896913255.7266,17930317662.0076,21608470473.4017,22683108310.992
Other comprehensive income,274532989.6907,1141356689.8218,908003378.3784,453569655.5218,269234697.7094,0.0,188542703.7579,-732855764.0751
Retained earnings (deficit),756177577.3196,-317944125.6418,-326469594.5946,-32481762.9179,1066304168.2313,1202697162.2194,1801143484.6266,4113469168.9008
Total shareholders equity,2242972938.1443,2122432195.7113,1902496314.4963,1510513931.1044,3040394292.1517,3429296908.0898,4205415812.5915,4281941554.9598
Investments,1684045876.2887,1883330413.7723,1636622235.8722,1206139311.0436,5144696582.8014,5725446421.008,5347262079.063,5446184986.5952
Net Debt,6846839464.8377,,,,,,,
Other Assets,451294072.1649,,,,,,,
Other Liabilities,97707731.9587,148942917.5475,142250614.2506,179890830.8004,-3460396545.2497,1237366793.7315,-4018922889.2142,-5072369436.9973
