Date,2019-09-30,2018-09-30,2017-09-30,2016-09-30,2015-09-30,2014-09-30
Cash and cash equivalents,15233000.0,1000.0,11289000.0,6005000.0,0.0,0.0
Short-term investments,5983000.0,17298000.0,0.0,0.0,0.0,0.0
Cash and short-term investments,21216000.0,17299000.0,11289000.0,6005000.0,0.0,0.0
Receivables,6588000.0,7866000.0,7642000.0,7043000.0,7382000.0,7119000.0
Inventories,949000.0,895000.0,855000.0,811000.0,780000.0,895000.0
Total current assets,34424000.0,31444000.0,23721000.0,17737000.0,11796000.0,11685000.0
Property Plant & Equipment Net,33567000.0,33911000.0,39592000.0,43703000.0,42620000.0,42174000.0
Goodwill and Intangible Assets,4132000.0,4286000.0,4452000.0,4645000.0,4815000.0,7243000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,290000.0,547000.0,1128000.0,942000.0,809000.0,754000.0
Total non-current assets,37869000.0,38373000.0,44233000.0,48562000.0,47730000.0,49449000.0
Total assets,72293000.0,69817000.0,67954000.0,66299000.0,59526000.0,61134000.0
Payables,3184000.0,3271000.0,4948000.0,4896000.0,4163000.0,2902000.0
Short-term debt,0.0,0.0,0.0,0.0,773000.0,933000.0
Total current liabilities,8827000.0,10163000.0,10028000.0,10573000.0,11794000.0,9950000.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,7282000.0
Total debt,0.0,0.0,0.0,0.0,773000.0,8215000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,10045000.0,10479000.0,8334000.0,9053000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,7330000.0,7044000.0,11343000.0,11780000.0,10530000.0,18462000.0
Total liabilities,17496000.0,17411000.0,21371000.0,22353000.0,22324000.0,28412000.0
Other comprehensive income,38099000,37436000,174000.0,174000.0,51000.0,53000.0
Retained earnings (deficit),16235000.0,14472000.0,9353000.0,7524000.0,1819000.0,0.0
Total shareholders equity,54797000.0,52406000.0,46583000.0,43946000.0,37202000.0,32722000.0
Investments,5983000.0,17298000.0,0.0,0.0,0.0,0.0
Net Debt,-15233000.0,-1000.0,-11289000.0,-6005000.0,773000.0,8215000.0
Other Assets,0.0,0.0,3935000.0,3878000.0,3634000.0,3671000.0
Other Liabilities,1339000.0,204000.0,5080000.0,5677000.0,6858000.0,6115000.0
