Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,151247000.0,151000000.0,155685000.0,156000000.0,73773000.0,74000000.0,109325000.0,109000000.0,108298000.0,108000000.0,79794000.0,58817000.0,46149000.0
Short-term investments,10741000.0,11000000.0,9434000.0,9000000.0,15541000.0,16000000.0,10780000.0,11000000.0,7862000.0,8000000.0,8682000.0,9223000.0,7584000.0
Cash and short-term investments,161988000.0,11000000.0,165119000.0,9000000.0,89314000.0,16000000.0,120105000.0,11000000.0,116160000.0,8000000.0,88476000.0,68040000.0,53733000.0
Receivables,238768000.0,239000000.0,190989000.0,191000000.0,162240000.0,162000000.0,130106000.0,130000000.0,100218000.0,100000000.0,85676000.0,70774000.0,56186000.0
Inventories,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total current assets,1109723000.0,811000000.0,990772000.0,386000000.0,779747000.0,373000000.0,1221206000.0,244000000.0,1011218000.0,179000000.0,466768000.0,447142000.0,252800000.0
Property Plant & Equipment Net,302939000.0,303000000.0,243664000.0,244000000.0,179558000.0,180000000.0,125492000.0,125000000.0,86595000.0,87000000.0,58186000.0,38068000.0,24486000.0
Goodwill and Intangible Assets,364304000.0,364000000,56670000.0,57000000,59182000.0,59000000,29577000.0,29000000,32470000.0,33000000,35216000.0,3025000.0,3025000.0
Long-term investments,0.0,000000.0,0.0,000000.0,8547000.0,9000000.0,9278000.0,9000000.0,2294000.0,2000000.0,1771000.0,1311000.0,1546000.0
Tax assets,14632000.0,15000000.0,32696000.0,33000000.0,78115000.0,78000000.0,48909000.0,49000000.0,37110000.0,37000000.0,18913000.0,18543000.0,20142000.0
Total non-current assets,810994000.0,41000000.0,386439000.0,16000000.0,372834000.0,13000000.0,244363000.0,11000000.0,179080000.0,7000000.0,131426000.0,78142000.0,66020000.0
Total assets,1920717000.0,1921000000.0,1377211000.0,1377000000.0,1152581000.0,1153000000.0,1465569000.0,1466000000.0,1190298000.0,1190000000.0,598194000.0,525284000.0,318820000.0
Payables,16058000.0,16000000.0,16099000.0,16000000.0,13519000.0,14000000.0,7395000.0,7000000.0,7418000.0,7000000.0,6422000.0,7584000.0,6265000.0
Short-term debt,6303000.0,000000.0,5474000.0,000000.0,5056000.0,000000.0,4488000.0,0000000.0,3655000.0,1000000.0,2949000.0,2968000.0,2694000.0
Total current liabilities,1034914000.0,1035000000.0,843086000.0,843000000.0,707640000.0,708000000.0,1120539000.0,1121000000.0,911220000.0,911000000.0,402588000.0,399599000.0,222624000.0
Long-term debt,5739000.0,000000.0,4477000.0,000000.0,3985000.0,000000.0,3665000.0,000000.0,3359000.0,0000000.0,2240000.0,2469000.0,2175000.0
Total debt,12042000.0,000000.0,9951000.0,000000.0,9041000.0,000000.0,8153000.0,000000.0,7014000.0,0000000.0,5189000.0,5437000.0,4869000.0
Deferred revenue,238940000.0,1000000.0,197088000.0,2000000.0,171669000.0,2000000.0,142793000.0,3000000.0,109552000.0,0000000.0,102686000.0,90674000.0,83416000.0
Tax Liabilities,4792000.0,25000000.0,8902000.0,0000000.0,7200000.0,1000000.0,5957000.0,1000000.0,4950000.0,1000000.0,0.0,1866000.0,1866000.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total non-current liabilities,32353000.0,41000000.0,10751000.0,16000000.0,6811000.0,13000000.0,7245000.0,11000000.0,4961000.0,7000000.0,4109000.0,5143000.0,6599000.0
Total liabilities,1075739000.0,1076000000.0,859186000.0,859000000.0,720473000.0,720000000.0,1131503000.0,1132000000.0,918549000.0,919000000.0,409977000.0,410614000.0,233196000.0
Other comprehensive income,651671000,-15000000.0,397801000,-6000000.0,309165000,-7000000.0,281935000,-8000000.0,238410999.99,-4000000.0,197467999.99,147899999.99,85802999.99
Retained earnings (deficit),207521000.0,208000000.0,125788000.0,126000000.0,129626000.0,130000000.0,59627000.0,60000000.0,36928000.0,37000000.0,-7809000.0,-33339000.0,0.0
Total shareholders equity,844978000.0,845000000.0,518025000.0,518000000.0,432108000.0,432000000.0,334066000.0,334000000.0,271749000.0,272000000.0,188217000.0,114670000.0,85624000.0
Investments,10741000.0,000000.0,9434000.0,000000.0,24088000.0,9000000.0,20058000.0,9000000.0,10156000.0,2000000.0,10453000.0,10534000.0,9130000.0
Net Debt,-139205000.0,-151000000,-145734000.0,-156000000,-64732000.0,-74000000,-101172000.0,-109000000,-101284000.0,-107000000,-74605000.0,-53380000.0,-41280000.0
Other Assets,0.0,804000000,0.0,629000000,0.0,527000000,0.0,967000000,0.0,789000000,0.0,0.0,0.0
Other Liabilities,8472000.0,628000000,5349000.0,574000000,6022000.0,472000000,3719000.0,927000000,2368000.0,761000000,3280000.0,5872000.0,3973000.0
