Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,69283000.0,53822000.0,37517000.0,31562000.0,30820000.0,27122000.0,13443000.0,7354000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,103000.0,,
Cash and short-term investments,69283000.0,53822000.0,37517000.0,31562000.0,30820000.0,27225000.0,,
Receivables,8022000.0,9436000.0,6270000.0,4502000.0,4534000.0,1973000.0,5297000.0,4281000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,77305000.0,63258000.0,43787000.0,36064000.0,35354000.0,29198000.0,,
Property Plant & Equipment Net,3436000.0,2453000.0,2411000.0,2425000.0,2354000.0,1913000.0,2061000.0,2275000.0
Goodwill and Intangible Assets,35061000.0,36746000.0,38572000.0,40013000.0,31175000.0,32620000.0,28254000.0,28493000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,,
Tax assets,12206000.0,11838000.0,20221000.0,21498000.0,23000000.0,25022000.0,0.0,0.0
Total non-current assets,56058000.0,54102000.0,68494000.0,72147000.0,64342000.0,71529000.0,,
Total assets,133363000.0,117360000.0,112281000.0,108211000.0,99696000.0,100727000.0,52454000.0,45262000.0
Payables,2947000.0,3506000.0,4485000.0,4031000.0,3291000.0,6587000.0,4513000.0,4365000.0
Short-term debt,188000.0,299000.0,95000.0,0.0,24000.0,3000000.0,,
Total current liabilities,3580000.0,4506000.0,4580000.0,4031000.0,3315000.0,9587000.0,,
Long-term debt,0.0,740000.0,2486000.0,4514000.0,4124000.0,8303000.0,,
Total debt,188000.0,1039000.0,2581000.0,4514000.0,4148000.0,11303000.0,-95000.0,-1215000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,445000.0,701000.0,0.0,0.0,0.0,0.0,565000.0,375000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,926000.0,1966000.0,2614000.0,4622000.0,4188000.0,9456000.0,,
Total liabilities,77316000.0,68265000.0,64976000.0,62376000.0,57180000.0,59505000.0,14317000.0,15751000.0
Other comprehensive income,43632000,41655000,41308000,40997000,39221000,39048000,0.0,0.0
Retained earnings (deficit),12330000.0,7359000.0,5916000.0,4758000.0,3217000.0,2099000.0,0.0,
Total shareholders equity,56047000.0,49095000.0,47305000.0,45835000.0,42516000.0,41222000.0,-60470000.0,-55666000.0
Investments,0.0,0.0,0.0,0.0,0.0,103000.0,3000000.0,2258000.0
Net Debt,-69095000.0,-52783000.0,-34936000.0,-27048000.0,-26672000.0,-15819000.0,,
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,,
Other Liabilities,72810000.0,61793000.0,57782000.0,53723000.0,49677000.0,40462000.0,,
