Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,313300000.0,310000000.0,207073000.0,211250000.0,218206000.0,546454000.0
Short-term investments,9600000.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,322900000.0,310000000.0,207073000.0,211250000.0,218206000.0,546454000.0
Receivables,183200000.0,0.0,0.0,0.0,0.0,106148000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,781300000.0,872400000.0,683643000.0,414367000.0,509739000.0,843523000.0
Property Plant & Equipment Net,3039600000.0,3116500000.0,3035859000.0,1401928000.0,1247230000.0,1179754000.0
Goodwill and Intangible Assets,5140800000.0,5312200000.0,4298102000.0,2644067000.0,2515315000.0,2524119000.0
Long-term investments,55700000.0,0.0,0.0,0.0,0.0,0.0
Tax assets,28600000.0,28900000.0,90445000.0,126198000.0,73844000.0,206921000.0
Total non-current assets,8714500000.0,8933500000.0,7958198000.0,4695718000.0,4253993000.0,4203201000.0
Total assets,9495800000.0,9805900000.0,8641841000.0,5110085000.0,4763732000.0,5046724000.0
Payables,452600000.0,569600000.0,501761000.0,313025000.0,262635000.0,268163000.0
Short-term debt,15200000.0,15200000.0,15195000.0,10195000.0,14853000.0,16080000.0
Total current liabilities,1328100000.0,1409400000.0,1189190000.0,712154000.0,636377000.0,657996000.0
Long-term debt,4707800000.0,4220100000.0,3745755000.0,1924366000.0,1775132000.0,2178930000.0
Total debt,4723000000.0,4235300000.0,3760950000.0,1934561000.0,1789985000.0,2195010000.0
Deferred revenue,414800000.0,401000000.0,277237000.0,221679000.0,213882000.0,202833000.0
Tax Liabilities,73400000.0,87600000.0,72178000.0,53924000.0,47988000.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,6231000000.0,5641200000.0,4798480000.0,2719455000.0,2422971000.0,2879789000.0
Total liabilities,8098200000.0,7693500000.0,6632187000.0,3571382000.0,3251000000.0,3537785000.0
Other comprehensive income,1942500000,2194200000,1627462000,1183296000,1172593000,24204000.0
Retained earnings (deficit),-550900000.0,-207900000.0,384401000.0,352389000.0,327081000.0,321730000.0
Total shareholders equity,1397600000.0,2112400000.0,2009654000.0,1538703000.0,1512732000.0,1507470000.0
Investments,65300000.0,0.0,0.0,0.0,0.0,0.0
Net Debt,4409700000.0,3925300000.0,3553877000.0,1723311000.0,1571779000.0,1648556000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,190921000.0
Other Liabilities,539100000.0,642900000.0,644517000.0,139773000.0,191652000.0,373753000.0
