Date,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,28100000.0,39400000.0,45700000.0,24000000.0,62400000.0,36300000.0,49800000.0,43753000.0,0.0,0.0,13999000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,28100000.0,39400000.0,45700000.0,24000000.0,62400000.0,36300000.0,49800000.0,43753000.0,0.0,0.0,13999000.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321226000.0
Inventories,4260700000.0,4040100000.0,3944100000.0,3408200000.0,3463500000.0,2819200000.0,2538300000.0,1991167000.0,0.0,0.0,1302495000.0
Total current assets,5334100000.0,5095200000.0,5026500000.0,4421500000.0,4408100000.0,3867700000.0,3346600000.0,2773083000.0,0.0,0.0,1743771000.0
Property Plant & Equipment Net,2366400000.0,2250000000.0,2108600000.0,1806500000.0,1520100000.0,1328800000.0,1241000000.0,1023781000.0,0.0,0.0,726808000.0
Goodwill and Intangible Assets,1911000000.0,1752000000.0,1660500000.0,1291300000.0,1322800000.0,1266300000.0,1148700000.0,974720000.0,0.0,0.0,1011803000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295473000.0
Tax assets,682200000.0,117500000.0,172000000.0,105300000.0,94300000.0,78300000.0,76400000.0,59849000.0,0.0,0.0,0.0
Total non-current assets,8608600000.0,5809300000.0,5514100000.0,4439600000.0,3614600000.0,3360500000.0,3068900000.0,2605907000.0,0.0,0.0,2052236000.0
Total assets,13942700000.0,10904500000.0,10540600000.0,8861100000.0,8022700000.0,7228200000.0,6415500000.0,5378990000.0,0.0,0.0,3796007000.0
Payables,638800000.0,598200000.0,641600000.0,497400000.0,493800000.0,417600000.0,374700000.0,263349000.0,0.0,0.0,189989000.0
Short-term debt,103300000.0,92000000.0,72800000.0,48300000.0,29200000.0,36600000.0,50000000.0,19493000.0,0.0,0.0,1205415000.0
Total current liabilities,5451000000.0,5048300000.0,5000400000.0,4229600000.0,4286900000.0,3630300000.0,3331800000.0,2693556000.0,0.0,0.0,1630373000.0
Long-term debt,2257000000.0,2124700000.0,2090400000.0,1828800000.0,1255100000.0,1316000000.0,1033200000.0,918024000.0,0.0,0.0,933966000.0
Total debt,2360300000.0,2216700000.0,2163200000.0,1877100000.0,1284300000.0,1352600000.0,1083200000.0,937517000.0,0.0,0.0,2139381000.0
Deferred revenue,262900000.0,269800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,100000.0,100000.0,3500000.0,3400000.0,12800000.0,13100000.0,14000000.0,14682000.0,0.0,0.0,157500000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,3378900000.0,3221500000.0,3112200000.0,2852000000.0,1900900000.0,1916700000.0,1561600000.0,1369113000.0,0.0,0.0,1219595000.0
Total liabilities,11149300000.0,8295400000.0,8145400000.0,7110200000.0,6232500000.0,5575400000.0,4911100000.0,4074775000.0,0.0,0.0,2849968000.0
Other comprehensive income,313275000,477800000,532300000,497100000,656000000,690700000,693600000,700013000,0.0,0.0,9049000.0
Retained earnings (deficit),2675800000.0,2365800000.0,2009400000.0,1504500000.0,1256700000.0,1015400000.0,799200000.0,611026000.0,0.0,0.0,196205000.0
Total shareholders equity,2793400000.0,2609100000.0,2395200000.0,1750900000.0,1790200000.0,1652800000.0,1504400000.0,1304215000.0,0.0,0.0,942461000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295473000.0
Net Debt,2332200000.0,2177300000.0,2117500000.0,1853100000.0,1221900000.0,1316300000.0,1033400000.0,893764000.0,0.0,0.0,2125382000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106051000.0
Other Liabilities,2319400000.0,25600000.0,32800000.0,28600000.0,44700000.0,28400000.0,17700000.0,12106000.0,0.0,0.0,234969000.0
