Date,2017-12,2016-12,2015-12,2014-12,2013-12
Depreciation & Amortization,72000000.0,27000000.0,70000000.0,112000000.0,101000000.0
Stock-based compensation,12000000.0,13000000.0,7000000.0,8000000.0,8000000.0
Operating Cash Flow,52000000.0,49000000.0,42000000.0,98000000.0,181000000.0
Capital Expenditure,-13000000.0,-34000000.0,-40000000.0,-58000000.0,-47000000.0
Acquisitions and disposals,000000.0,000000.0,-2000000.0,-39000000.0,000000.0
Investment purchases and sales,0,0,0,81000000,0
Investing Cash flow,-15000000.0,-25000000.0,-55000000.0,13000000.0,-82000000.0
Issuance (repayment) of debt,-62000000.0,-18000000.0,-64000000.0,-359000000.0,-63000000.0
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,-13000000.0,-29000000.0,-66000000.0,-174000000.0,-65000000.0
Effect of forex changes on cash,,,,,
Net cash flow / Change in cash,24000000.0,-6000000.0,-79000000.0,-63000000.0,34000000.0
Free Cash Flow,39000000.0,15000000.0,2000000.0,40000000.0,134000000.0
Net Cash/Marketcap,,,,,
