Date,2018-12-29,2017-12-30,2016-12-31,2015-12-26,2014-12-27,2013-12-28
Cash and cash equivalents,12493000.0,4063000.0,3750000.0,10690000.0,9723000.0,3173000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,12493000.0,4063000.0,3750000.0,10690000.0,9723000.0,3173000.0
Receivables,5764000.0,4567000.0,3199000.0,3404000.0,2380000.0,1764000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,29906000.0,15908000.0,11116000.0,19620000.0,16712000.0,8550000.0
Property Plant & Equipment Net,8338000.0,5826000.0,4999000.0,4593000.0,3622000.0,4299000.0
Goodwill and Intangible Assets,82355000.0,79257000.0,77828000.0,77828000.0,97496000.0,99322000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,6350000.0,2642000.0,6309000.0,6046000.0,0.0,0.0
Total non-current assets,109843000.0,103928000.0,100684000.0,101522000.0,102115000.0,104901000.0
Total assets,139749000.0,119836000.0,111800000.0,121142000.0,118827000.0,113451000.0
Payables,2750000.0,1752000.0,1458000.0,1360000.0,1502000.0,1005000.0
Short-term debt,2400000.0,3500000.0,3500000.0,0.0,4869000.0,3844000.0
Total current liabilities,26482000.0,18879000.0,16732000.0,12570000.0,16436000.0,11858000.0
Long-term debt,309374000.0,129841000.0,147217000.0,95500000.0,88852000.0,98656000.0
Total debt,311774000.0,133341000.0,150717000.0,95500000.0,93721000.0,102500000.0
Deferred revenue,2343000.0,1795000.0,1547000.0,1744000.0,7159000.0,5688000.0
Tax Liabilities,398000.0,163000.0,895000.0,465000.0,13842000.0,16205000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,338097000.0,149209000.0,169696000.0,118245000.0,111385000.0,121855000.0
Total liabilities,364579000.0,168088000.0,186428000.0,130815000.0,127821000.0,133713000.0
Other comprehensive income,1036000,262000,1194000,36870000,0.0,0.0
Retained earnings (deficit),-226159000.0,-48805000.0,-76109000.0,-46829000.0,-11568000.0,-20554000.0
Total shareholders equity,-224830000.0,-48252000.0,-74628000.0,-9673000.0,-8994000.0,-20262000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,299281000.0,129278000.0,146967000.0,84810000.0,83998000.0,99327000.0
Other Assets,0.0,0.0,0.0,0.0,4609000.0,3613000.0
Other Liabilities,0.0,0.0,0.0,0.0,10065000.0,7009000.0
