Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,38220000.0,53347000.0,11668207.0
Short-term investments,176517000.0,78084000.0,0.0
Cash and short-term investments,214737000.0,131431000.0,11668207.0
Receivables,800000.0,0.0,0.0
Inventories,0.0,0.0,0.0
Total current assets,221685000.0,131604000.0,11987261.0
Property Plant & Equipment Net,35637000.0,3154000.0,1956054.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,37409000.0,5926000.0,2232054.0
Total assets,259094000.0,137530000.0,14219315.0
Payables,15732000.0,2538000.0,893673.0
Short-term debt,0.0,0.0,0.0
Total current liabilities,25433000.0,8862000.0,6378399.0
Long-term debt,9470000.0,0.0,0.0
Total debt,9470000.0,0.0,0.0
Deferred revenue,3684000.0,33410000.0,0.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,41624000.0,30360000.0,340627.0
Total liabilities,64377000.0,39222000.0,6719026.0
Other comprehensive income,292187000,-73000.0,0.0
Retained earnings (deficit),-97396000.0,-40181000.0,-10190003.0
Total shareholders equity,194717000.0,-39454000.0,-9891773.0
Investments,176517000.0,78084000.0,0.0
Net Debt,-28750000.0,-131431000.0,-11668207.0
Other Assets,0.0,173000.0,319054.0
Other Liabilities,0.0,6324000.0,5484726.0
