Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2013-03-31,2012-12-31,2011-12-31
Cash and cash equivalents,32011000.0,41169000.0,13678000.0,6101000.0,17505000.0,24598000.0,0.0,0.0,0.0
Short-term investments,3518000.0,2618000.0,2745000.0,2195000.0,1000000.0,0.0,0.0,0.0,0.0
Cash and short-term investments,35529000.0,43787000.0,16423000.0,8296000.0,18505000.0,24598000.0,0.0,0.0,0.0
Receivables,2550000.0,2606000.0,1066000.0,0.0,2016000.0,50000.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,34000.0,0.0,0.0,0.0
Total current assets,52444000.0,44540000.0,15036000.0,6423000.0,19633000.0,24832000.0,0.0,0.0,0.0
Property Plant & Equipment Net,99000.0,140000.0,203000.0,257000.0,66000.0,953000.0,0.0,0.0,0.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,1639000.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,2811000.0,6201000.0,309000.0,0.0,0.0,-39.0,0.0,0.0,0.0
Total non-current assets,12149000.0,0.0,321000.0,325000.0,1066000.0,3115000.0,0.0,0.0,0.0
Total assets,64593000.0,61247000.0,18305000.0,9200000.0,20699000.0,27947000.0,0.0,0.0,0.0
Payables,4394000.0,4646000.0,1858000.0,2220000.0,1675000.0,495000.0,0.0,0.0,0.0
Short-term debt,1500000.0,1086000.0,33000.0,32000.0,0.0,35000.0,0.0,0.0,0.0
Total current liabilities,6451000.0,8256000.0,3814000.0,2728000.0,2575000.0,885000.0,0.0,0.0,0.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,1192500.0,0.0,0.0,0.0
Total debt,1500000.0,1086000.0,33000.0,32000.0,0.0,1227500.0,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,13000.0,3000.0,9000.0,0.0,4000.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,6274000.0,11701000.0,119000.0,130000.0,0.0,1231500.0,0.0,0.0,0.0
Total liabilities,9914000.0,32721000.0,17419000.0,2858000.0,2575000.0,924000.0,0.0,0.0,0.0
Other comprehensive income,28534000,22968000,18140000,23946000,23126000,21546000,0.0,0.0,0.0
Retained earnings (deficit),26142000.0,5555000.0,-17256000.0,-17606000.0,-5004000.0,5475000.0,0.0,0.0,0.0
Total shareholders equity,54679000.0,28526000.0,886000.0,6342000.0,18124000.0,27023000.0,0.0,0.0,0.0
Investments,3518000.0,2618000.0,2745000.0,2195000.0,1000000.0,0.0,0.0,0.0,0.0
Net Debt,-30511000.0,-40083000.0,-13645000.0,-6069000.0,-17505000.0,-23370500.0,0.0,0.0,0.0
Other Assets,0.0,16707000.0,2948000.0,2452000.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,0.0,12764000.0,13486000.0,0.0,0.0,0.0,0.0,0.0,0.0
