Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,45718000.0,46077000.0,60158000.0,50714000.0,25144000.0,13731000.0,13803000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,45718000.0,46077000.0,60158000.0,50714000.0,25144000.0,13731000.0,13803000.0
Receivables,3414000.0,1576000.0,1339000.0,2354000.0,2794000.0,1705000.0,622000.0
Inventories,797000.0,979000.0,675000.0,1093000.0,195000.0,578000.0,714000.0
Total current assets,1064622000.0,1149862000.0,925583000.0,761138000.0,693393000.0,477748000.0,344275000.0
Property Plant & Equipment Net,176962000.0,147705000.0,96848000.0,58858000.0,47919000.0,38671000.0,25139000.0
Goodwill and Intangible Assets,52634000.0,52847000.0,53760000.0,55373000.0,56985000.0,58598000.0,60210000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,3962000.0,3294000.0,1207000.0,6743000.0,1445000.0,3822000.0,4184000.0
Total non-current assets,457304000.0,205302000.0,153030000.0,115635000.0,105549000.0,97730000.0,85766000.0
Total assets,1521926000.0,1355164000.0,1078613000.0,876773000.0,798942000.0,575478000.0,430041000.0
Payables,6288000.0,6490000.0,3737000.0,4899000.0,3042000.0,5020000.0,2351000.0
Short-term debt,1775000.0,888000.0,1113000.0,886000.0,855000.0,9545000.0,2151000.0
Total current liabilities,1028682000.0,1140152000.0,898894000.0,727534000.0,678772000.0,482983000.0,335660000.0
Long-term debt,32614000.0,34414000.0,28711000.0,24974000.0,26123000.0,72420000.0,72592000.0
Total debt,34389000.0,35302000.0,29824000.0,25860000.0,26978000.0,81965000.0,74743000.0
Deferred revenue,8980000.0,6982000.0,5230000.0,3726000.0,2535000.0,12572000.0,8392000.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,2895000.0,2890000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,158491000.0,79610000.0,63192000.0,50925000.0,46032000.0,87412000.0,84605000.0
Total liabilities,1187173000.0,1219762000.0,962086000.0,778459000.0,724804000.0,570395000.0,420265000.0
Other comprehensive income,0.0,0.0,45494000,71135000,67937000,0.0,0.0
Retained earnings (deficit),395590000.0,137255000.0,70448000.0,26608000.0,5663000.0,-29349000.0,-14249000.0
Total shareholders equity,334753000.0,135402000.0,116527000.0,98314000.0,74138000.0,5086000.0,9773000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-11329000.0,-10775000.0,-30334000.0,-24854000.0,1834000.0,68234000.0,60940000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,461734000.0,329136000.0
Other Liabilities,0.0,0.0,0.0,0.0,0.0,468418000.0,331158000.0
