Date,2018-12,2017-12,2016-12,2015-12,2014-12
Depreciation & Amortization,696000000.0,676000000.0,682000000.0,687000000.0,1490000000.0
Stock-based compensation,538000000.0,483000000.0,416000000.0,379000000.0,675000000.0
Operating Cash Flow,2658000000.0,3146000000.0,2826000000.0,4033000000.0,5677000000.0
Capital Expenditure,-651000000.0,-666000000.0,-626000000.0,-668000000.0,-1271000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,2786000000,-79000000,-1149000000,37000000,-310000000
Investing Cash flow,2894000000.0,-1296000000.0,-2008000000.0,-3611000000.0,-2673000000.0
Issuance (repayment) of debt,,,,,
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,-5398000000.0,-1784000000.0,-744000000.0,-4554000000.0,-1022000000.0
Effect of forex changes on cash,-75000000.0,238000000.0,-90000000.0,-364000000.0,-148000000.0
Net cash flow / Change in cash,79000000.0,304000000.0,-16000000.0,-4496000000.0,1834000000.0
Free Cash Flow,2007000000.0,2480000000.0,2200000000.0,3365000000.0,4406000000.0
Net Cash/Marketcap,,,,,
