Date,2018-12-31,2018-10-28,2017-10-29,2016-10-30,2015-11-01,2014-11-02,2013-11-03,2012-10-28,2011-10-30,2010-10-31,2009-11-01
Cash and cash equivalents,148000000.0,54272000.0,65658000.0,65403000.0,99662000.0,66651000.0,77436000.0,55158000.0,0.0,80258000.0,95573000.0
Short-term investments,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3738000.0,3359000.0
Cash and short-term investments,151000000.0,54272000.0,65658000.0,65403000.0,99662000.0,66651000.0,77436000.0,55158000.0,0.0,83996000.0,98932000.0
Receivables,509000000.0,233297000.0,199897000.0,182258000.0,166800000.0,136923000.0,135368000.0,133475000.0,0.0,81896000.0,82889000.0
Inventories,537000000.0,254531000.0,198296000.0,186824000.0,157828000.0,131497000.0,122105000.0,106015000.0,0.0,81386000.0,71537000.0
Total current assets,1204000000.0,590735000.0,533631000.0,504856000.0,496347000.0,390530000.0,390828000.0,341835000.0,0.0,298335000.0,
Property Plant & Equipment Net,614000000.0,236240000.0,226995000.0,242212000.0,257892000.0,244714000.0,260918000.0,268875000.0,0.0,214453000.0,232510000.0
Goodwill and Intangible Assets,1669901000.0,275820000.0,285439000.0,301040000.0,314421000.0,120149000.0,124201000.0,129774000.0,0.0,31512000.0,33570000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7825000.0
Tax assets,1994000.0,982000.0,22605000.0,29104000.0,27390000.0,21447000.0,27736000.0,21926000.0,0.0,,
Total non-current assets,519640000.0,519640000.0,517542000.0,553440000.0,583382000.0,368153000.0,389435000.0,409649000.0,0.0,,
Total assets,5140000000.0,1110375000.0,1051173000.0,1058296000.0,1079729000.0,758683000.0,780263000.0,751484000.0,0.0,560524000.0,614168000.0
Payables,221000000.0,170663000.0,147772000.0,142913000.0,145917000.0,118164000.0,144553000.0,113177000.0,0.0,70589000.0,71252000.0
Short-term debt,25600000.0,4150000.0,440000.0,500000.0,0.0,2384000.0,2384000.0,515000.0,0.0,289000.0,14645000.0
Total current liabilities,650000000.0,335699000.0,316048000.0,326534000.0,321624000.0,245711000.0,251614000.0,220058000.0,0.0,150878000.0,178685000.0
Long-term debt,3085000000.0,403076000.0,387290000.0,404147000.0,444147000.0,233003000.0,235391000.0,234444000.0,0.0,136305000.0,136085000.0
Total debt,407723000.0,407226000.0,387730000.0,404647000.0,444147000.0,235387000.0,237775000.0,234959000.0,0.0,,
Deferred revenue,0.0,21040000.0,28295000.0,28472000.0,0.0,0.0,0.0,0.0,0.0,,
Tax Liabilities,13935000.0,11685000.0,0.0,0.0,9296000.0,143000.0,443000.0,293000.0,0.0,,
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Total non-current liabilities,444411000.0,444411000.0,429878000.0,450445000.0,486129000.0,266430000.0,275891000.0,282004000.0,0.0,,
Total liabilities,4180000000.0,780110000.0,745926000.0,776979000.0,807753000.0,512141000.0,527505000.0,1122012000.0,0.0,563238000.0,564090000.0
Other comprehensive income,-6708000.0,522601000,560137000,593861000,633244000,626094000,638458000,4965000,0.0,,
Retained earnings (deficit),-266000000.0,-186291000.0,-248046000.0,-302706000.0,-353733000.0,-371550000.0,-382735000.0,-369850000.0,0.0,-256946000.0,-230060000.0
Total shareholders equity,960000000.0,330265000.0,305247000.0,281317000.0,271976000.0,246542000.0,252758000.0,-370528000.0,0.0,-2714000.0,50078000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3738000.0,11184000.0
Net Debt,2959186000.0,352954000.0,322072000.0,339244000.0,344485000.0,168736000.0,160339000.0,179801000.0,0.0,52598000.0,51798000.0
Other Assets,6791000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51057000.0,65866000.0
Other Liabilities,403400000.0,0.0,0.0,0.0,0.0,0.0,0.0,619950000.0,0.0,80000000.0,92788000.0
