Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,131123000.0,1417388000.0,326635000.0,383953000.0,610056000.0,670976000.0
Short-term investments,49938000.0,7144000.0,89545000.0,308702000.0,226830000.0,29808000.0
Cash and short-term investments,181061000.0,1424532000.0,416180000.0,692655000.0,836886000.0,700784000.0
Receivables,224714000.0,219137000.0,284532000.0,123273000.0,181358000.0,357428000.0
Inventories,0.0,0.0,91659000.0,50351000.0,55335000.0,150234000.0
Total current assets,327715000.0,1504641000.0,853603000.0,915465000.0,1136061000.0,1313858000.0
Property Plant & Equipment Net,635088000.0,616164000.0,3497300000.0,2959878000.0,2502787000.0,3860475000.0
Goodwill and Intangible Assets,1306000.0,1641000.0,376778000.0,147244000.0,144671000.0,161583000.0
Long-term investments,301211000.0,228411000.0,385008000.0,457497000.0,435783000.0,540463000.0
Tax assets,632000.0,220000.0,36563000.0,6619000.0,29161000.0,35260000.0
Total non-current assets,1127403000.0,1021216000.0,4284190000.0,3567312000.0,3183642000.0,4670800000.0
Total assets,1455118000.0,2525857000.0,5137793000.0,4482777000.0,4319703000.0,5984658000.0
Payables,59744000.0,141417000.0,420972000.0,254327000.0,258653000.0,758391000.0
Short-term debt,23235000.0,447956000.0,482813000.0,352668000.0,161486000.0,620439000.0
Total current liabilities,89918000.0,806322000.0,1044763000.0,653386000.0,496787000.0,2920208000.0
Long-term debt,563235000.0,588543000.0,2874233000.0,2400535000.0,2236917000.0,1936684000.0
Total debt,586470000.0,1036499000.0,3357046000.0,2753203000.0,2398403000.0,2557123000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,92817000.0,252171000.0,234025000.0,142788000.0,138776000.0,94740000.0
Deposit Liabilities,0.0,0.0,56833000.0,0.0,0.0,0.0
Total non-current liabilities,649482000.0,668188000.0,3198826000.0,2565836000.0,2385218000.0,2113266000.0
Total liabilities,739400000.0,1474510000.0,4243589000.0,3219222000.0,2882005000.0,5033474000.0
Other comprehensive income,802000.0,-1592000.0,-21745000.0,-16916000.0,28440000.0,0.0
Retained earnings (deficit),28917000.0,-305337000.0,-602598000.0,-191292000.0,0.0,
Total shareholders equity,649023000.0,983118000.0,681241000.0,1061214000.0,1230491000.0,713655000.0
Investments,351149000.0,235555000.0,474553000.0,766199000.0,662613000.0,570271000.0
Net Debt,455290000.0,,,,,
Other Assets,-77775000.0,-138669000.0,,,,
Other Liabilities,6939000.0,216949000.0,140978000.0,46391000.0,76648000.0,1541378000.0
