Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,17000000.0,201000000.0,184000000.0,68000000.0,110000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,78000000.0,44000000.0,27000000.0,46000000.0,9000000.0
Inventories,,,,,
Total current assets,1116000000.0,948000000.0,997000000.0,1731000000.0,1025000000.0
Property Plant & Equipment Net,1114000000.0,948000000.0,994000000.0,1723000000.0,1018000000.0
Goodwill and Intangible Assets,0,0,0,0,0
Long-term investments,,,,,
Tax assets,000000.0,000000.0,000000.0,5000000.0,000000.0
Total non-current assets,502000000.0,511000000.0,532000000.0,499000000.0,400000000.0
Total assets,1224000000.0,1198000000.0,1266000000.0,1885000000.0,1144000000.0
Payables,76000000.0,44000000.0,35000000.0,137000000.0,29000000.0
Short-term debt,,,,,
Total current liabilities,150000000.0,141000000.0,114000000.0,233000000.0,76000000.0
Long-term debt,495000000.0,492000000.0,527000000.0,414000000.0,389000000.0
Total debt,495000000.0,492000000.0,527000000.0,414000000.0,389000000.0
Deferred revenue,,,,,
Tax Liabilities,000000.0,000000.0,000000.0,67000000.0,000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,502000000.0,511000000.0,532000000.0,499000000.0,400000000.0
Total liabilities,651000000.0,651000000.0,646000000.0,732000000.0,476000000.0
Other comprehensive income,000000.0,000000.0,000000.0,-1000000.0,000000.0
Retained earnings (deficit),-1396000000.0,-1415000000.0,-1211000000.0,-239000000.0,000000.0
Total shareholders equity,572000000.0,547000000.0,621000000.0,1153000000.0,668000000.0
Investments,,,,,
Net Debt,478000000,291000000,343000000,346000000,279000000
Other Assets,14000000,6000000,61000000,48000000,8000000
Other Liabilities,35000000,72000000,24000000,17000000,9000000
