Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,31004000.0,35710000.0,14208000.0,22450000.0,190601000.0,6989000.0,5930000.0,0.0,57846000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash and short-term investments,31004000.0,35710000.0,14208000.0,22450000.0,190601000.0,6989000.0,5930000.0,0.0,
Receivables,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,31404000.0,35710000.0,14208000.0,22450000.0,190601000.0,6989000.0,5930000.0,0.0,
Property Plant & Equipment Net,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134861000.0
Goodwill and Intangible Assets,79270000.0,76029000.0,62580000.0,55369000.0,42918000.0,32093000.0,23020000.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,1765100000.0,1532161000.0,1264773000.0,1129688000.0,886165000.0,638335000.0,439388000.0,0.0,
Total assets,1796504000.0,1567871000.0,1278981000.0,1152138000.0,1076766000.0,645324000.0,445318000.0,0.0,194382000.0
Payables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2425000.0
Short-term debt,19000000.0,150000000.0,51500000.0,0.0,200000000.0,31000000.0,65429000.0,0.0,
Total current liabilities,19000000.0,150000000.0,51500000.0,0.0,200000000.0,31000000.0,65429000.0,0.0,
Long-term debt,149067000.0,148897000.0,148616000.0,198943000.0,200000000.0,50000000.0,65429000.0,0.0,
Total debt,168067000.0,298897000.0,200116000.0,198943000.0,400000000.0,81000000.0,130858000.0,0.0,17676000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899000.0
Total non-current liabilities,149067000.0,148897000.0,148616000.0,198943000.0,200000000.0,50000000.0,65429000.0,0.0,
Total liabilities,548707000.0,540377000.0,467176000.0,419056000.0,329730000.0,206489000.0,190044000.0,0.0,28883000.0
Other comprehensive income,1233763000,1023184000,813127000,734244000,746902000,438586000,260195000,0.0,0.0
Retained earnings (deficit),14185000.0,4803000.0,-898000.0,-796000.0,-147000.0,0.0,-5054000.0,0.0,-5390000.0
Total shareholders equity,1247797000.0,1027494000.0,811805000.0,733082000.0,747036000.0,438835000.0,255274000.0,0.0,165499000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,137063000.0,263187000.0,185908000.0,176493000.0,209399000.0,74011000.0,124928000.0,0.0,
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Other Liabilities,380640000.0,241480000.0,267060000.0,220113000.0,0.0,125489000.0,59186000.0,0.0,
