Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,9316000.0,9985000.0,20892000.0,38301000.0,14763000.0,3334000.0,2533000.0,1107000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,9316000.0,9985000.0,20892000.0,38301000.0,14763000.0,3334000.0,2533000.0,1107000.0
Receivables,0.0,0.0,0.0,3362000.0,2270000.0,1731000.0,345000.0,543000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,9316000.0,9985000.0,20892000.0,41663000.0,17033000.0,5065000.0,2878000.0,1650000.0
Property Plant & Equipment Net,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goodwill and Intangible Assets,744000.0,1099000.0,118000.0,3735000.0,3251000.0,517000.0,274000.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,1650020000.0,1440639000.0,1273345000.0,1350751000.0,677117000.0,176806000.0,143319000.0,129702000.0
Total assets,1659336000.0,1450624000.0,1294237000.0,1392414000.0,694150000.0,181871000.0,146197000.0,131352000.0
Payables,22815000.0,17216000.0,14028000.0,19304000.0,8353000.0,2374000.0,1986000.0,1529000.0
Short-term debt,0.0,0.0,325000000.0,0.0,18392000.0,2500000.0,0.0,0.0
Total current liabilities,22815000.0,17216000.0,339028000.0,19304000.0,26745000.0,4874000.0,1986000.0,1529000.0
Long-term debt,985488000.0,778442000.0,743817000.0,0.0,417369000.0,103303000.0,92413000.0,0.0
Total debt,985488000.0,778442000.0,1068817000.0,0.0,435761000.0,105803000.0,92413000.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,985488000.0,778442000.0,743817000.0,0.0,417369000.0,103303000.0,92413000.0,0.0
Total liabilities,1036341000.0,826524000.0,787412000.0,1028264000.0,442877000.0,106963000.0,143105000.0,131265000.0
Other comprehensive income,742429000,703849000,564633000,378187000,267683000,78112000,3490000,200000
Retained earnings (deficit),-122342000.0,-85221000.0,-62181000.0,-14500000.0,-16728000.0,-3300000.0,-401000.0,-113000.0
Total shareholders equity,622995000.0,624100000.0,506825000.0,364150000.0,251273000.0,74908000.0,3092000.0,87000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,976172000.0,768457000.0,1047925000.0,-38301000.0,420998000.0,102469000.0,89880000.0,-1107000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,28038000.0,30866000.0,-295433000.0,1008960000.0,-1237000.0,0.0,48706000.0,129736000.0
